time,active
2024-11-15 13:01:22,955
2024-11-15 13:01:21,955
2024-11-15 13:01:20,955
2024-11-15 13:01:19,1016
2024-11-15 13:01:18,1016
2024-11-15 13:01:17,1016
2024-11-15 13:01:16,1016
2024-11-15 13:01:15,1016
2024-11-15 13:01:14,1016
2024-11-15 13:01:13,1016
2024-11-15 13:01:12,1021
2024-11-15 13:01:11,1021
2024-11-15 13:01:10,1021
2024-11-15 13:01:09,1021
2024-11-15 13:01:08,1021
2024-11-15 13:01:07,1021
2024-11-15 13:01:06,1037
2024-11-15 13:01:05,1037
2024-11-15 13:01:04,1036
2024-11-15 13:01:03,1036
2024-11-15 13:01:02,1036
2024-11-15 13:01:01,1036
2024-11-15 13:01:00,1036
2024-11-15 13:00:59,1036
2024-11-15 13:00:58,1036
2024-11-15 13:00:57,1036
2024-11-15 13:00:56,1036
2024-11-15 13:00:55,1036
2024-11-15 13:00:54,1036
2024-11-15 13:00:53,1036
2024-11-15 13:00:52,1036
2024-11-15 13:00:51,1036
2024-11-15 13:00:50,1036
2024-11-15 13:00:49,1036
2024-11-15 13:00:48,1036
2024-11-15 13:00:47,1036
2024-11-15 13:00:46,1036
2024-11-15 13:00:45,1036
2024-11-15 13:00:44,1036
2024-11-15 13:00:43,1036
2024-11-15 13:00:42,1036
2024-11-15 13:00:41,1036
2024-11-15 13:00:40,1036
2024-11-15 13:00:39,1036
2024-11-15 13:00:38,1036
2024-11-15 13:00:37,1035
2024-11-15 13:00:36,1035
2024-11-15 13:00:35,1035
2024-11-15 13:00:34,1035
2024-11-15 13:00:33,1035
2024-11-15 13:00:32,1035
2024-11-15 13:00:31,1036
2024-11-15 13:00:30,1036
2024-11-15 13:00:29,1036
2024-11-15 13:00:28,1036
2024-11-15 13:00:27,1036
2024-11-15 13:00:26,1036
2024-11-15 13:00:25,1036
2024-11-15 13:00:24,1036
2024-11-15 13:00:23,1036
2024-11-15 13:00:22,1036
2024-11-15 13:00:21,1036
2024-11-15 13:00:20,1036
2024-11-15 13:00:19,1036
2024-11-15 13:00:18,1036
2024-11-15 13:00:17,1036
2024-11-15 13:00:16,1036
2024-11-15 13:00:15,1036
2024-11-15 13:00:14,1036
2024-11-15 13:00:13,1036
2024-11-15 13:00:12,1036
2024-11-15 13:00:11,1036
2024-11-15 13:00:10,1036
2024-11-15 13:00:09,1036
2024-11-15 13:00:08,1036
2024-11-15 13:00:07,1036
2024-11-15 13:00:06,1508
2024-11-15 13:00:05,1507
2024-11-15 13:00:04,1471
2024-11-15 13:00:03,1473
2024-11-15 13:00:02,1475
2024-11-15 13:00:01,1442
2024-11-15 13:00:00,1444
2024-11-15 12:59:59,1404
2024-11-15 12:59:58,1406
2024-11-15 12:59:57,1406
2024-11-15 12:59:56,1406
2024-11-15 12:59:55,1406
2024-11-15 12:59:54,1407
2024-11-15 12:59:53,1408
2024-11-15 12:59:52,1408
2024-11-15 12:59:51,1373
2024-11-15 12:59:50,1375
2024-11-15 12:59:49,1372
2024-11-15 12:59:48,1372
2024-11-15 12:59:47,1372
2024-11-15 12:59:46,1373
2024-11-15 12:59:45,1373
2024-11-15 12:59:44,1372
2024-11-15 12:59:43,1372
2024-11-15 12:59:42,1373
2024-11-15 12:59:41,1376
2024-11-15 12:59:40,1376
2024-11-15 12:59:39,1344
2024-11-15 12:59:38,1339
2024-11-15 12:59:37,1339
2024-11-15 12:59:36,1326
2024-11-15 12:59:35,1308
2024-11-15 12:59:34,1308
2024-11-15 12:59:33,1269
2024-11-15 12:59:32,1268
2024-11-15 12:59:31,1268
2024-11-15 12:59:30,1268
2024-11-15 12:59:29,1268
2024-11-15 12:59:28,1271
2024-11-15 12:59:27,1271
2024-11-15 12:59:26,1271
2024-11-15 12:59:25,1271
2024-11-15 12:59:24,1271
2024-11-15 12:59:23,1271
2024-11-15 12:59:22,1271
2024-11-15 12:59:21,1271
2024-11-15 12:59:20,1237
2024-11-15 12:59:19,1237
2024-11-15 12:59:18,1237
2024-11-15 12:59:17,1237
2024-11-15 12:59:16,1237
2024-11-15 12:59:15,1237
2024-11-15 12:59:14,1237
2024-11-15 12:59:13,1237
2024-11-15 12:59:12,1237
2024-11-15 12:59:11,1237
2024-11-15 12:59:10,1237
2024-11-15 12:59:09,1238
2024-11-15 12:59:08,1238
2024-11-15 12:59:07,1238
2024-11-15 12:59:06,1238
2024-11-15 12:59:05,1238
2024-11-15 12:59:04,1238
2024-11-15 12:59:03,1238
2024-11-15 12:59:02,1238
2024-11-15 12:59:01,1238
2024-11-15 12:59:00,1238
2024-11-15 12:58:59,1238
2024-11-15 12:58:58,1238
2024-11-15 12:58:57,1238
2024-11-15 12:58:56,1238
2024-11-15 12:58:55,1238
2024-11-15 12:58:54,1238
2024-11-15 12:58:53,1242
2024-11-15 12:58:52,1242
2024-11-15 12:58:51,1242
2024-11-15 12:58:50,1242
2024-11-15 12:58:49,1242
2024-11-15 12:58:48,1242
2024-11-15 12:58:47,1242
2024-11-15 12:58:46,1242
2024-11-15 12:58:45,1242
2024-11-15 12:58:44,1242
2024-11-15 12:58:43,1242
2024-11-15 12:58:42,1242
2024-11-15 12:58:41,1242
2024-11-15 12:58:40,1242
2024-11-15 12:58:39,1242
2024-11-15 12:58:38,1242
2024-11-15 12:58:37,1242
2024-11-15 12:58:36,1242
2024-11-15 12:58:35,1242
2024-11-15 12:58:34,1242
2024-11-15 12:58:33,1242
2024-11-15 12:58:32,1242
2024-11-15 12:58:31,1242
2024-11-15 12:58:30,1242
2024-11-15 12:58:29,1242
2024-11-15 12:58:28,1242
2024-11-15 12:58:27,1242
2024-11-15 12:58:26,1242
2024-11-15 12:58:25,1242
2024-11-15 12:58:24,1242
2024-11-15 12:58:23,1242
2024-11-15 12:58:22,1242
2024-11-15 12:58:21,1242
2024-11-15 12:58:20,1242
2024-11-15 12:58:19,1242
2024-11-15 12:58:18,1242
2024-11-15 12:58:17,1242
2024-11-15 12:58:16,1243
2024-11-15 12:58:15,1243
2024-11-15 12:58:14,1243
2024-11-15 12:58:13,1243
2024-11-15 12:58:12,1244
2024-11-15 12:58:11,1243
2024-11-15 12:58:10,1244
2024-11-15 12:58:09,1244
2024-11-15 12:58:08,1244
2024-11-15 12:58:07,1244
2024-11-15 12:58:06,1244
2024-11-15 12:58:05,1244
2024-11-15 12:58:04,1245
2024-11-15 12:58:03,1245
2024-11-15 12:58:02,1245
2024-11-15 12:58:01,1245
2024-11-15 12:58:00,1245
2024-11-15 12:57:59,1245
2024-11-15 12:57:58,1245
2024-11-15 12:57:57,1245
2024-11-15 12:57:56,1245
2024-11-15 12:57:55,1245
2024-11-15 12:57:54,1245
2024-11-15 12:57:53,1241
2024-11-15 12:57:52,1241
2024-11-15 12:57:51,1241
2024-11-15 12:57:50,1241
2024-11-15 12:57:49,1241
2024-11-15 12:57:48,1241
2024-11-15 12:57:47,1241
2024-11-15 12:57:46,1241
2024-11-15 12:57:45,1241
2024-11-15 12:57:44,1241
2024-11-15 12:57:43,1241
2024-11-15 12:57:42,1241
2024-11-15 12:57:41,1241
2024-11-15 12:57:40,1241
2024-11-15 12:57:39,1241
2024-11-15 12:57:38,1242
2024-11-15 12:57:37,1242
2024-11-15 12:57:36,1241
2024-11-15 12:57:35,1241
2024-11-15 12:57:34,1241
2024-11-15 12:57:33,1241
2024-11-15 12:57:32,1241
2024-11-15 12:57:31,1241
2024-11-15 12:57:30,1241
