time,load1,load5,load15
2024-11-15 13:01:20,0.19,0.32,0.27
2024-11-15 13:01:15,0.2,0.32,0.27
2024-11-15 13:01:10,0.22,0.33,0.27
2024-11-15 13:01:05,0.24,0.33,0.28
2024-11-15 13:01:00,0.26,0.34,0.28
2024-11-15 13:00:55,0.2868951,0.34,0.28
2024-11-15 13:00:50,0.29,0.34,0.28
2024-11-15 13:00:45,0.31,0.35,0.28
2024-11-15 13:00:40,0.34,0.36,0.28
2024-11-15 13:00:35,0.37,0.36,0.29
2024-11-15 13:00:30,0.4,0.37,0.29
2024-11-15 13:00:25,0.28,0.35,0.28
2024-11-15 13:00:20,0.31,0.35,0.28
2024-11-15 13:00:15,0.3368951,0.358965,0.28
2024-11-15 13:00:10,0.34,0.36,0.28
2024-11-15 13:00:05,0.36,0.37,0.29
2024-11-15 13:00:00,0.4,0.37,0.29
2024-11-15 12:59:55,0.26,0.35,0.28
2024-11-15 12:59:50,0.3,0.36,0.28
2024-11-15 12:59:45,0.33,0.36,0.29
2024-11-15 12:59:40,0.36,0.37,0.29
2024-11-15 12:59:35,0.39,0.38,0.29
2024-11-15 12:59:30,0.4258803,0.38,0.29
2024-11-15 12:59:25,0.43,0.38,0.29
2024-11-15 12:59:20,0.46,0.39,0.29
2024-11-15 12:59:15,0.5,0.4,0.29
2024-11-15 12:59:10,0.55,0.4,0.3
2024-11-15 12:59:05,0.51,0.39,0.29
2024-11-15 12:59:00,0.47,0.38,0.29
2024-11-15 12:58:55,0.42,0.37,0.29
2024-11-15 12:58:50,0.28,0.34,0.28
2024-11-15 12:58:45,0.33,0.36,0.28
2024-11-15 12:58:40,0.36,0.36,0.28
2024-11-15 12:58:35,0.39,0.37,0.28
2024-11-15 12:58:30,0.4258606,0.3789652,0.2889652
2024-11-15 12:58:25,0.43,0.38,0.29
2024-11-15 12:58:20,0.47,0.38,0.29
2024-11-15 12:58:15,0.51,0.39,0.29
2024-11-15 12:58:10,0.55,0.4,0.29
2024-11-15 12:58:05,0.51,0.39,0.29
2024-11-15 12:58:00,0.56,0.39,0.29
2024-11-15 12:57:55,0.56,0.39,0.29
2024-11-15 12:57:50,0.44,0.36,0.28
2024-11-15 12:57:45,0.39,0.35,0.27
2024-11-15 12:57:40,0.34,0.34,0.27
2024-11-15 12:57:35,0.37,0.34,0.27
2024-11-15 12:57:30,0.3968951,0.348965,0.27
2024-11-15 12:57:25,0.4,0.35,0.27
2024-11-15 12:57:20,0.43,0.36,0.28
2024-11-15 12:57:15,0.38,0.35,0.27
2024-11-15 12:57:10,0.33,0.33,0.27
2024-11-15 12:57:05,0.39,0.35,0.27
2024-11-15 12:57:00,0.43,0.35,0.27
2024-11-15 12:56:55,0.46,0.36,0.27
2024-11-15 12:56:50,0.4958608,0.36,0.27
2024-11-15 12:56:45,0.5,0.36,0.27
2024-11-15 12:56:40,0.46,0.35,0.27
2024-11-15 12:56:35,0.5,0.36,0.27
2024-11-15 12:56:30,0.54,0.37,0.27
2024-11-15 12:56:25,0.59,0.37,0.28
2024-11-15 12:56:20,0.51,0.35,0.27
2024-11-15 12:56:15,0.56,0.36,0.27
2024-11-15 12:56:10,0.52,0.35,0.26
2024-11-15 12:56:05,0.39,0.32,0.25
2024-11-15 12:56:00,0.3362089,0.3110348,0.25
2024-11-15 12:55:55,0.33,0.31,0.25
2024-11-15 12:55:50,0.36,0.31,0.25
2024-11-15 12:55:45,0.39,0.32,0.25
2024-11-15 12:55:40,0.28,0.29,0.24
2024-11-15 12:55:35,0.3,0.3,0.25
2024-11-15 12:55:30,0.33,0.3,0.25
2024-11-15 12:55:25,0.2762098,0.291035,0.241035
2024-11-15 12:55:20,0.27,0.29,0.24
2024-11-15 12:55:15,0.29,0.3,0.24
2024-11-15 12:55:10,0.32,0.3,0.25
2024-11-15 12:55:05,0.26,0.29,0.24
2024-11-15 12:55:00,0.31,0.3,0.24
2024-11-15 12:54:55,0.33,0.31,0.25
2024-11-15 12:54:50,0.285174,0.2920696,0.2410348
2024-11-15 12:54:45,0.28,0.29,0.24
2024-11-15 12:54:40,0.3,0.3,0.24
2024-11-15 12:54:35,0.33,0.31,0.24
2024-11-15 12:54:30,0.27,0.29,0.24
2024-11-15 12:54:25,0.29,0.3,0.24
2024-11-15 12:54:20,0.32,0.3,0.24
2024-11-15 12:54:15,0.35,0.31,0.24
2024-11-15 12:54:10,0.41,0.32,0.25
2024-11-15 12:54:05,0.44,0.33,0.25
2024-11-15 12:54:00,0.48,0.33,0.25
2024-11-15 12:53:55,0.3634527,0.3031045,0.2410348
2024-11-15 12:53:50,0.35,0.3,0.24
2024-11-15 12:53:45,0.38,0.31,0.24
2024-11-15 12:53:40,0.42,0.31,0.24
2024-11-15 12:53:35,0.19,0.27,0.23
2024-11-15 12:53:30,0.22,0.28,0.23
2024-11-15 12:53:25,0.25,0.28,0.23
2024-11-15 12:53:20,0.27,0.29,0.23
2024-11-15 12:53:15,0.29,0.29,0.24
2024-11-15 12:53:10,0.23,0.28,0.23
2024-11-15 12:53:05,0.25,0.29,0.23
2024-11-15 12:53:00,0.27,0.29,0.23
2024-11-15 12:52:55,0.21,0.28,0.23
2024-11-15 12:52:50,0.22,0.28,0.23
2024-11-15 12:52:45,0.2379301,0.2889651,0.23
2024-11-15 12:52:40,0.24,0.29,0.23
2024-11-15 12:52:35,0.27,0.29,0.23
2024-11-15 12:52:30,0.29,0.3,0.24
2024-11-15 12:52:25,0.31,0.3,0.24
2024-11-15 12:52:20,0.34,0.31,0.24
2024-11-15 12:52:15,0.37,0.31,0.24
