time,time
2024-11-15 13:01:22,1.2701688
2024-11-15 13:01:20,0.9999912
2024-11-15 13:01:18,0.87364
2024-11-15 13:01:16,0.3333388
2024-11-15 13:01:14,1.137811
2024-11-15 13:01:12,1.500008
2024-11-15 13:01:10,2.534347
2024-11-15 13:01:08,2.540259
2024-11-15 13:01:06,2.27012
2024-11-15 13:01:04,2.473793
2024-11-15 13:01:02,3.899847
2024-11-15 13:01:00,1.3334151
2024-11-15 13:00:58,1.4482812
2024-11-15 13:00:56,3.913339
2024-11-15 13:00:54,5.689428
2024-11-15 13:00:52,5.77018
2024-11-15 13:00:50,5.603497
2024-11-15 13:00:48,5.333284
2024-11-15 13:00:46,3.954287
2024-11-15 13:00:44,3.143817
2024-11-15 13:00:42,2.333329
2024-11-15 13:00:40,2.563204
2024-11-15 13:00:38,2.44555
2024-11-15 13:00:36,1.594728
2024-11-15 13:00:34,2
2024-11-15 13:00:32,1.3104757
2024-11-15 13:00:30,1.0000028
2024-11-15 13:00:28,1.1895321
2024-11-15 13:00:26,1.999993
2024-11-15 13:00:24,2.689527
2024-11-15 13:00:22,5.987959
2024-11-15 13:00:20,6.512057
2024-11-15 13:00:18,3.379133
2024-11-15 13:00:16,5.000043
2024-11-15 13:00:14,3.276059
2024-11-15 13:00:12,1.4656854
2024-11-15 13:00:10,1.919363
2024-11-15 13:00:08,3.786419
2024-11-15 13:00:06,10.000173
2024-11-15 13:00:04,14.826835
2024-11-15 13:00:02,16.33651
2024-11-15 13:00:00,13.658041
2024-11-15 12:59:58,14.333653
2024-11-15 12:59:56,9.276386
2024-11-15 12:59:54,6.81028
2024-11-15 12:59:52,6.378946
2024-11-15 12:59:50,8.315811
2024-11-15 12:59:48,9.666741
2024-11-15 12:59:46,9.896726
2024-11-15 12:59:44,10.000006
2024-11-15 12:59:42,9.873577
2024-11-15 12:59:40,9.333483
2024-11-15 12:59:38,14.275031
2024-11-15 12:59:36,10.294008
2024-11-15 12:59:34,7.155214
2024-11-15 12:59:32,8.379172
2024-11-15 12:59:30,7.925958
2024-11-15 12:59:28,3.333287
2024-11-15 12:59:26,7.010984
2024-11-15 12:59:24,8.224469
2024-11-15 12:59:22,6.33319
2024-11-15 12:59:20,6.333325
2024-11-15 12:59:18,6.744051
2024-11-15 12:59:16,8.531543
2024-11-15 12:59:14,8.666765
2024-11-15 12:59:12,5.104015
2024-11-15 12:59:10,3.844792
2024-11-15 12:59:08,4.000009
2024-11-15 12:59:06,3.810477
2024-11-15 12:59:04,2.999991
2024-11-15 12:59:02,3.22984
2024-11-15 12:59:00,4.123196
2024-11-15 12:58:58,7.310451
2024-11-15 12:58:56,6.594749
2024-11-15 12:58:54,7.631921
2024-11-15 12:58:52,10.333216
2024-11-15 12:58:50,14.930176
2024-11-15 12:58:48,9.414971
2024-11-15 12:58:46,6.459758
2024-11-15 12:58:44,6.540363
2024-11-15 12:58:42,6.063211
2024-11-15 12:58:40,6.333291
2024-11-15 12:58:38,6.563186
2024-11-15 12:58:36,7.203781
2024-11-15 12:58:34,9.120866
2024-11-15 12:58:32,7.026052
2024-11-15 12:58:30,5.316023
2024-11-15 12:58:28,6.666816
2024-11-15 12:58:26,5.287525
2024-11-15 12:58:24,4.63505
2024-11-15 12:58:22,4.973827
2024-11-15 12:58:20,7.000079
2024-11-15 12:58:18,6.540216
2024-11-15 12:58:16,6.775555
2024-11-15 12:58:14,8.666733
2024-11-15 12:58:12,6.138277
2024-11-15 12:58:10,4.810446
2024-11-15 12:58:08,3.620834
2024-11-15 12:58:06,2.379047
2024-11-15 12:58:04,4.000015
2024-11-15 12:58:02,4.631802
2024-11-15 12:58:00,7.333419
2024-11-15 12:57:58,7.793063
2024-11-15 12:57:56,7.99973
2024-11-15 12:57:54,6.620923
2024-11-15 12:57:52,6.315972
2024-11-15 12:57:50,7.6666
2024-11-15 12:57:48,10.19492
2024-11-15 12:57:46,10.417294
2024-11-15 12:57:44,6.026191
2024-11-15 12:57:42,4.000001
2024-11-15 12:57:40,4.689526
2024-11-15 12:57:38,5.094766
2024-11-15 12:57:36,6.542516
