time,load1,load5,load15
2024-11-15 13:01:20,0.15,0.14,0.13
2024-11-15 13:01:15,0.16,0.14,0.13
2024-11-15 13:01:10,0.17,0.14,0.13
2024-11-15 13:01:05,0.19,0.15,0.13
2024-11-15 13:01:00,0.21,0.15,0.13
2024-11-15 13:00:55,0.22,0.15,0.13
2024-11-15 13:00:50,0.2644581,0.1588916,0.1388916
2024-11-15 13:00:45,0.27,0.16,0.14
2024-11-15 13:00:40,0.29,0.16,0.14
2024-11-15 13:00:35,0.14,0.13,0.13
2024-11-15 13:00:30,0.15,0.13,0.13
2024-11-15 13:00:25,0.17,0.13,0.13
2024-11-15 13:00:20,0.18,0.14,0.13
2024-11-15 13:00:15,0.2,0.14,0.13
2024-11-15 13:00:10,0.22,0.14,0.13
2024-11-15 13:00:05,0.23,0.14,0.13
2024-11-15 13:00:00,0.2744578,0.1488916,0.1388916
2024-11-15 12:59:55,0.28,0.15,0.14
2024-11-15 12:59:50,0.3,0.15,0.14
2024-11-15 12:59:45,0.15,0.12,0.13
2024-11-15 12:59:40,0.17,0.12,0.13
2024-11-15 12:59:35,0.18,0.13,0.13
2024-11-15 12:59:30,0.2,0.13,0.13
2024-11-15 12:59:25,0.22,0.13,0.13
2024-11-15 12:59:20,0.24,0.13,0.13
2024-11-15 12:59:15,0.26,0.14,0.13
2024-11-15 12:59:10,0.28,0.14,0.13
2024-11-15 12:59:05,0.3,0.14,0.13
2024-11-15 12:59:00,0.33,0.14,0.13
2024-11-15 12:58:55,0.3833495,0.1488916,0.1388916
2024-11-15 12:58:50,0.39,0.15,0.14
2024-11-15 12:58:45,0.43,0.15,0.14
2024-11-15 12:58:40,0.2,0.1,0.12
2024-11-15 12:58:35,0.22,0.11,0.12
2024-11-15 12:58:30,0.24,0.11,0.12
2024-11-15 12:58:25,0.26,0.11,0.12
2024-11-15 12:58:20,0.28,0.11,0.13
2024-11-15 12:58:15,0.31,0.11,0.13
2024-11-15 12:58:10,0.1054953,0.074434,0.112217
2024-11-15 12:58:05,0.08,0.07,0.11
2024-11-15 12:58:00,0,0.05,0.11
2024-11-15 12:57:55,0,0.05,0.11
2024-11-15 12:57:50,0,0.05,0.11
2024-11-15 12:57:45,0,0.05,0.11
