time,load1,load5,load15
2024-11-15 13:01:20,0.42,0.72,0.61
2024-11-15 13:01:15,0.46,0.73,0.62
2024-11-15 13:01:10,0.5,0.74,0.62
2024-11-15 13:01:05,0.54,0.76,0.62
2024-11-15 13:01:00,0.59,0.77,0.63
2024-11-15 13:00:55,0.64,0.78,0.63
2024-11-15 13:00:50,0.7,0.8,0.63
2024-11-15 13:00:45,0.76,0.81,0.64
2024-11-15 13:00:40,0.9,0.84,0.65
2024-11-15 13:00:35,0.98,0.85,0.65
2024-11-15 13:00:30,1.0491554,0.8672889,0.65
2024-11-15 13:00:25,1.06,0.87,0.65
2024-11-15 13:00:20,1.15,0.88,0.66
2024-11-15 13:00:15,1.26,0.9,0.66
2024-11-15 13:00:10,1.36,0.91,0.66
2024-11-15 13:00:05,1.48,0.93,0.67
2024-11-15 13:00:00,1.09,0.84,0.64
2024-11-15 12:59:55,1.19,0.86,0.64
2024-11-15 12:59:50,1.2,0.85,0.64
2024-11-15 12:59:45,1.07,0.82,0.63
2024-11-15 12:59:40,1.156454,0.8286454,0.63
2024-11-15 12:59:35,1.17,0.83,0.63
2024-11-15 12:59:30,0.92,0.78,0.61
2024-11-15 12:59:25,0.91,0.77,0.61
2024-11-15 12:59:20,0.99,0.79,0.61
2024-11-15 12:59:15,0.73,0.73,0.59
2024-11-15 12:59:10,0.79,0.74,0.6
2024-11-15 12:59:05,0.86,0.76,0.6
2024-11-15 12:59:00,0.94,0.77,0.6
2024-11-15 12:58:55,0.93,0.77,0.6
2024-11-15 12:58:50,0.92,0.76,0.6
2024-11-15 12:58:45,1.01,0.77,0.6
2024-11-15 12:58:40,1.01,0.77,0.6
2024-11-15 12:58:35,1.1,0.78,0.6
2024-11-15 12:58:30,1.1,0.78,0.6
2024-11-15 12:58:25,0.59,0.67,0.56
2024-11-15 12:58:20,0.5554218,0.6613555,0.56
2024-11-15 12:58:15,0.55,0.66,0.56
2024-11-15 12:58:10,0.6,0.68,0.57
2024-11-15 12:58:05,0.57,0.67,0.56
2024-11-15 12:58:00,0.62,0.68,0.57
2024-11-15 12:57:55,0.5,0.66,0.56
2024-11-15 12:57:50,0.54,0.67,0.56
2024-11-15 12:57:45,0.5,0.66,0.56
2024-11-15 12:57:40,0.59,0.69,0.57
2024-11-15 12:57:35,0.56,0.68,0.56
2024-11-15 12:57:30,0.594578,0.6886445,0.5686445
2024-11-15 12:57:25,0.6,0.69,0.57
2024-11-15 12:57:20,0.57,0.69,0.57
2024-11-15 12:57:15,0.62,0.7,0.57
2024-11-15 12:57:10,0.67,0.71,0.57
2024-11-15 12:57:05,0.56,0.69,0.56
2024-11-15 12:57:00,0.52,0.68,0.56
2024-11-15 12:56:55,0.56,0.7,0.57
2024-11-15 12:56:50,0.4,0.67,0.56
2024-11-15 12:56:45,0.4345781,0.6786445,0.56
2024-11-15 12:56:40,0.44,0.68,0.56
2024-11-15 12:56:35,0.39,0.68,0.56
2024-11-15 12:56:30,0.43,0.69,0.56
2024-11-15 12:56:25,0.46,0.7,0.56
2024-11-15 12:56:20,0.42,0.69,0.56
2024-11-15 12:56:15,0.36,0.69,0.56
2024-11-15 12:56:10,0.4,0.7,0.56
2024-11-15 12:56:05,0.43,0.71,0.57
2024-11-15 12:56:00,0.51,0.74,0.57
