time,minor,major
2024-11-15 13:01:22,222.4161,0
2024-11-15 13:01:21,223.0154,0
2024-11-15 13:01:20,223.0009,0
2024-11-15 13:01:19,222.9984,0
2024-11-15 13:01:18,250.0764,0
2024-11-15 13:01:17,262.0935,0
2024-11-15 13:01:16,221.4081,0
2024-11-15 13:01:15,222.0169,0
2024-11-15 13:01:14,224.4271,0
2024-11-15 13:01:13,237.7317,0
2024-11-15 13:01:12,310.6467,-0.4043566
2024-11-15 13:01:11,331.4522,-0.5956434
2024-11-15 13:01:10,302.4938,0
2024-11-15 13:01:09,332.8862,0
2024-11-15 13:01:08,270.204,0
2024-11-15 13:01:07,307.7945,0
2024-11-15 13:01:06,266.6673,0
2024-11-15 13:01:05,242.3366,0
2024-11-15 13:01:04,231.4013,0
2024-11-15 13:01:03,328.5826,0
2024-11-15 13:01:02,376.437,-0.4041562
2024-11-15 13:01:01,234.5525,-0.5958438
2024-11-15 13:01:00,231.8192,0
2024-11-15 13:00:59,252.8268,0
2024-11-15 13:00:58,293.2884,0
2024-11-15 13:00:57,279.6844,0
2024-11-15 13:00:56,234.9843,0
2024-11-15 13:00:55,233.7974,0
2024-11-15 13:00:54,232.4151,0
2024-11-15 13:00:53,233.0198,0
2024-11-15 13:00:52,234.6495,-0.4043139
2024-11-15 13:00:51,301.6413,-0.5956861
2024-11-15 13:00:50,331.5388,0
2024-11-15 13:00:49,234.2098,0
2024-11-15 13:00:48,332.3604,0
2024-11-15 13:00:47,378.7813,0
2024-11-15 13:00:46,231.7938,0
2024-11-15 13:00:45,232.1706,0
2024-11-15 13:00:44,231.4143,0
2024-11-15 13:00:43,238.4748,0
2024-11-15 13:00:42,246.7842,-0.4040486
2024-11-15 13:00:41,244.6176,-0.5959514
2024-11-15 13:00:40,304.6491,0
2024-11-15 13:00:39,372.939,0
2024-11-15 13:00:38,331.8658,0
2024-11-15 13:00:37,296.7996,0
2024-11-15 13:00:36,294.8475,0
2024-11-15 13:00:35,294.8042,0
2024-11-15 13:00:34,232.3871,0
2024-11-15 13:00:33,301.5033,0
2024-11-15 13:00:32,337.9318,-0.4039707
2024-11-15 13:00:31,234.4289,-0.5960293
2024-11-15 13:00:30,232.0035,0
2024-11-15 13:00:29,232.779,0
2024-11-15 13:00:28,266.7568,0
2024-11-15 13:00:27,281.4446,0
2024-11-15 13:00:26,231.1958,0
2024-11-15 13:00:25,233.6121,0
2024-11-15 13:00:24,235.3366,0
2024-11-15 13:00:23,230.4112,0
2024-11-15 13:00:22,233.8295,-0.807858
2024-11-15 13:00:21,236.7804,-1.192142
2024-11-15 13:00:20,234.2036,0
2024-11-15 13:00:19,233.8275,0
2024-11-15 13:00:18,327.5075,0
2024-11-15 13:00:17,436.4973,0
2024-11-15 13:00:16,330.1566,0
2024-11-15 13:00:15,299.2706,0
2024-11-15 13:00:14,403.8986,0
2024-11-15 13:00:13,346.9157,0
2024-11-15 13:00:12,742.8684,-0.4039792
2024-11-15 13:00:11,971.676,-0.5960208
2024-11-15 13:00:10,1495.8082,0
2024-11-15 13:00:09,2094.396,0
2024-11-15 13:00:08,280.5186,0
2024-11-15 13:00:07,322.6881,0
2024-11-15 13:00:06,287.5238,0
2024-11-15 13:00:05,274.4766,0
2024-11-15 13:00:04,229.2142,0
2024-11-15 13:00:03,268.1833,0
2024-11-15 13:00:02,323.0146,-0.4042112
2024-11-15 13:00:01,291.4628,-0.5957888
2024-11-15 13:00:00,238.9584,0
2024-11-15 12:59:59,231.1936,0
2024-11-15 12:59:58,268.8987,0
2024-11-15 12:59:57,285.2422,0
2024-11-15 12:59:56,231.7935,0
2024-11-15 12:59:55,235.437,0
2024-11-15 12:59:54,239.4058,0
2024-11-15 12:59:53,236.757,0
2024-11-15 12:59:52,231.6262,-0.4040494
2024-11-15 12:59:51,231.0116,-0.5959506
2024-11-15 12:59:50,231.3848,0
2024-11-15 12:59:49,232.4255,0
2024-11-15 12:59:48,260.8864,0
2024-11-15 12:59:47,273.2959,0
2024-11-15 12:59:46,231.3788,0
2024-11-15 12:59:45,231.5868,0
2024-11-15 12:59:44,230.6228,0
2024-11-15 12:59:43,234.4776,0
2024-11-15 12:59:42,237.7574,-0.4041335
2024-11-15 12:59:41,235.8288,-0.5958665
2024-11-15 12:59:40,353.5342,0
2024-11-15 12:59:39,403.4132,0
2024-11-15 12:59:38,264.3639,0
2024-11-15 12:59:37,297.6114,0
2024-11-15 12:59:36,266.3452,0
2024-11-15 12:59:35,249.1123,0
2024-11-15 12:59:34,233.9727,0
2024-11-15 12:59:33,302.9389,0
2024-11-15 12:59:32,980.399,-0.4041046
2024-11-15 12:59:31,1180.883,-0.5958954
2024-11-15 12:59:30,233.9891,0
2024-11-15 12:59:29,357.2308,0
2024-11-15 12:59:28,451.3067,0
2024-11-15 12:59:27,285.6418,0
2024-11-15 12:59:26,232.008,0
2024-11-15 12:59:25,232.0141,0
2024-11-15 12:59:24,1739.106,0
2024-11-15 12:59:23,2453.089,0
2024-11-15 12:59:22,231.2171,-0.4041558
2024-11-15 12:59:21,232.1864,-0.5958442
2024-11-15 12:59:20,231.8016,0
2024-11-15 12:59:19,233.0063,0
2024-11-15 12:59:18,257.2227,0
2024-11-15 12:59:17,268.3587,0
2024-11-15 12:59:16,234.0358,0
2024-11-15 12:59:15,234.9702,0
2024-11-15 12:59:14,230.786,0
2024-11-15 12:59:13,238.2885,0
2024-11-15 12:59:12,245.1418,-0.4041115
2024-11-15 12:59:11,233.7896,-0.5958885
2024-11-15 12:59:10,297.8648,0
2024-11-15 12:59:09,330.7545,0
2024-11-15 12:59:08,346.308,0
2024-11-15 12:59:07,409.9949,0
2024-11-15 12:59:06,250.2668,0
2024-11-15 12:59:05,229.1858,0
2024-11-15 12:59:04,229.207,0
2024-11-15 12:59:03,231.398,0
2024-11-15 12:59:02,243.7174,-0.404035
2024-11-15 12:59:01,248.4599,-0.595965
2024-11-15 12:59:00,230.4115,0
2024-11-15 12:58:59,255.691,0
2024-11-15 12:58:58,302.9014,0
2024-11-15 12:58:57,283.8172,0
2024-11-15 12:58:56,232.014,0
2024-11-15 12:58:55,229.5821,0
2024-11-15 12:58:54,253.8622,0
2024-11-15 12:58:53,269.9448,0
2024-11-15 12:58:52,233.8027,-0.4040002
2024-11-15 12:58:51,232.9793,-0.5959998
2024-11-15 12:58:50,229.5881,0
2024-11-15 12:58:49,230.2527,0
2024-11-15 12:58:48,264.3701,0
2024-11-15 12:58:47,279.2275,0
2024-11-15 12:58:46,233.4257,0
2024-11-15 12:58:45,232.9322,0
2024-11-15 12:58:44,231.4598,0
2024-11-15 12:58:43,250.9527,0
2024-11-15 12:58:42,258.2421,-0.4040261
2024-11-15 12:58:41,238.5926,-0.5959739
2024-11-15 12:58:40,302.5046,0
2024-11-15 12:58:39,332.4959,0
2024-11-15 12:58:38,334.7192,0
2024-11-15 12:58:37,404.489,0
2024-11-15 12:58:36,261.4146,0
2024-11-15 12:58:35,233.9883,0
2024-11-15 12:58:34,240.0597,0
2024-11-15 12:58:33,332.7513,0
2024-11-15 12:58:32,375.9472,-0.40439
2024-11-15 12:58:31,246.9967,-0.59561
2024-11-15 12:58:30,231.4092,0
2024-11-15 12:58:29,232.7997,0
2024-11-15 12:58:28,269.5632,0
2024-11-15 12:58:27,286.4487,0
2024-11-15 12:58:26,232.7923,0
2024-11-15 12:58:25,231.0357,0
2024-11-15 12:58:24,342.5775,0
2024-11-15 12:58:23,460.4141,0
2024-11-15 12:58:22,328.5771,-0.404029
2024-11-15 12:58:21,234.183,-0.595971
2024-11-15 12:58:20,232.177,0
2024-11-15 12:58:19,230.6026,0
2024-11-15 12:58:18,368.1544,0
2024-11-15 12:58:17,434.2669,0
2024-11-15 12:58:16,235.4383,0
2024-11-15 12:58:15,238.38,0
2024-11-15 12:58:14,234.2415,0
2024-11-15 12:58:13,240.4144,0
2024-11-15 12:58:12,760.777,-0.4042041
2024-11-15 12:58:11,2170.101,-0.5957959
2024-11-15 12:58:10,2090.953,0
2024-11-15 12:58:09,498.2553,0
2024-11-15 12:58:08,844.8652,0
2024-11-15 12:58:07,993.9364,0
2024-11-15 12:58:06,257.0287,0
2024-11-15 12:58:05,231.9894,0
2024-11-15 12:58:04,232.4309,0
2024-11-15 12:58:03,853.4286,0
2024-11-15 12:58:02,1151.2208,-0.4040968
2024-11-15 12:58:01,239.1795,-0.5959032
2024-11-15 12:58:00,237.4145,0
2024-11-15 12:57:59,236.1173,0
2024-11-15 12:57:58,264.1565,0
2024-11-15 12:57:57,282.4732,0
2024-11-15 12:57:56,299.222,0
2024-11-15 12:57:55,330.3665,0
2024-11-15 12:57:54,235.6442,0
2024-11-15 12:57:53,303.1871,0
2024-11-15 12:57:52,329.5868,-0.4040308
2024-11-15 12:57:51,302.9631,-0.5959692
2024-11-15 12:57:50,333.6546,0
2024-11-15 12:57:49,228.9826,0
2024-11-15 12:57:48,734.0607,0
2024-11-15 12:57:47,972.1066,0
2024-11-15 12:57:46,231.2019,0
2024-11-15 12:57:45,234.2441,0
2024-11-15 12:57:44,253.0013,0
2024-11-15 12:57:43,265.8491,0
2024-11-15 12:57:42,242.3508,-0.4040764
2024-11-15 12:57:41,233.2016,-0.5959236
2024-11-15 12:57:40,300.6927,0
2024-11-15 12:57:39,334.9223,0
2024-11-15 12:57:38,354.0214,0
2024-11-15 12:57:37,569.2138,0
2024-11-15 12:57:36,469.957,0
2024-11-15 12:57:35,233.1986,0
2024-11-15 12:57:34,232.3931,0
2024-11-15 12:57:33,302.5083,0
2024-11-15 12:57:32,335.4997,-0.4041295
2024-11-15 12:57:31,232.605,-0.5958705
2024-11-15 12:57:30,232.0017,0
2024-11-15 12:57:29,232.4024,0
2024-11-15 12:57:28,268.1526,0
2024-11-15 12:57:27,284.8041,0
2024-11-15 12:57:26,231.808,0
2024-11-15 12:57:25,234.4538,0
2024-11-15 12:57:24,236.9115,0
2024-11-15 12:57:23,230.6244,0
2024-11-15 12:57:22,230.4346,-0.4041569
2024-11-15 12:57:21,235.4189,-0.5958431
2024-11-15 12:57:20,238.3616,0
2024-11-15 12:57:19,232.1965,0
2024-11-15 12:57:18,262.9079,0
2024-11-15 12:57:17,278.904,0
2024-11-15 12:57:16,237.8676,0
2024-11-15 12:57:15,239.7435,0
2024-11-15 12:57:14,234.3951,0
2024-11-15 12:57:13,241.2333,0
2024-11-15 12:57:12,239.9408,0
2024-11-15 12:57:11,232.24,-0.4041424
2024-11-15 12:57:10,301.9173,-0.5958576
2024-11-15 12:57:09,334.4593,0
2024-11-15 12:57:08,267.3213,0
2024-11-15 12:57:07,295.6358,0
2024-11-15 12:57:06,251.614,0
2024-11-15 12:57:05,229.8053,0
2024-11-15 12:57:04,231.8089,0
2024-11-15 12:57:03,233.0069,0
2024-11-15 12:57:02,232.2077,0
2024-11-15 12:57:01,235.4164,-0.403976
2024-11-15 12:57:00,237.9515,-0.596024
2024-11-15 12:56:59,231.646,0
2024-11-15 12:56:58,264.9646,0
2024-11-15 12:56:57,281.7953,0
2024-11-15 12:56:56,249.997,0
2024-11-15 12:56:55,261.275,0
2024-11-15 12:56:54,802.9137,0
2024-11-15 12:56:53,1065.491,0
2024-11-15 12:56:52,231.5449,0
2024-11-15 12:56:51,233.8136,-0.4040121
2024-11-15 12:56:50,235.59,-0.5959879
2024-11-15 12:56:49,236.8525,0
2024-11-15 12:56:48,268.2475,0
2024-11-15 12:56:47,279.3694,0
2024-11-15 12:56:46,241.7663,0
2024-11-15 12:56:45,290.0723,0
2024-11-15 12:56:44,311.8855,0
2024-11-15 12:56:43,276.6374,0
2024-11-15 12:56:42,295.5658,0
2024-11-15 12:56:41,233.8032,-0.4040211
2024-11-15 12:56:40,301.7143,-0.5959789
2024-11-15 12:56:39,333.7139,0
2024-11-15 12:56:38,269.5284,0
2024-11-15 12:56:37,362.6547,0
2024-11-15 12:56:36,347.772,0
2024-11-15 12:56:35,231.4235,0
2024-11-15 12:56:34,232.0284,0
2024-11-15 12:56:33,305.1258,0
2024-11-15 12:56:32,339.8817,-0.4042576
2024-11-15 12:56:31,232.0071,-0.5957424
2024-11-15 12:56:30,232.7719,0
2024-11-15 12:56:29,232.3723,0
2024-11-15 12:56:28,258.7124,0
2024-11-15 12:56:27,273.5157,0
2024-11-15 12:56:26,231.3631,0
2024-11-15 12:56:25,230.2125,0
2024-11-15 12:56:24,232.7914,0
2024-11-15 12:56:23,266.3526,0
2024-11-15 12:56:22,283.2907,0
2024-11-15 12:56:21,235.9487,-0.4039751
2024-11-15 12:56:20,232.2199,-0.5960249
2024-11-15 12:56:19,233.8353,0
2024-11-15 12:56:18,317.2081,0
2024-11-15 12:56:17,352.7734,0
2024-11-15 12:56:16,232.9834,0
