time,free,used,cached,buffers
2024-11-15 13:01:22,24537.19,1677.785,5801.254,82.26562
2024-11-15 13:01:21,24536.93,1678.039,5801.254,82.26562
2024-11-15 13:01:20,24536.46,1678.508,5801.254,82.26562
2024-11-15 13:01:19,24538.21,1676.7656,5801.254,82.26562
2024-11-15 13:01:18,24537.55,1677.4219,5801.254,82.26562
2024-11-15 13:01:17,24537.56,1677.4141,5801.254,82.26562
2024-11-15 13:01:16,24537.37,1677.3711,5801.488,82.26562
2024-11-15 13:01:15,24536.82,1677.918,5801.496,82.25781
2024-11-15 13:01:14,24536.82,1677.918,5801.496,82.25781
2024-11-15 13:01:13,24537.06,1677.809,5801.371,82.25391
2024-11-15 13:01:12,24537.05,1677.816,5801.371,82.25391
2024-11-15 13:01:11,24537.07,1677.801,5801.371,82.25391
2024-11-15 13:01:10,24536.84,1678.023,5801.371,82.25391
2024-11-15 13:01:09,24535.82,1679.047,5801.371,82.25391
2024-11-15 13:01:08,24535.61,1679.262,5801.371,82.25391
2024-11-15 13:01:07,24534.13,1680.867,5801.242,82.25391
2024-11-15 13:01:06,24533.61,1681.516,5801.117,82.25391
2024-11-15 13:01:05,24533.62,1681.391,5801.23,82.25
2024-11-15 13:01:04,24533.43,1681.582,5801.23,82.25
2024-11-15 13:01:03,24534.1,1680.918,5801.227,82.25
2024-11-15 13:01:02,24534.18,1680.969,5801.098,82.25
2024-11-15 13:01:01,24533.93,1681.215,5801.098,82.25
2024-11-15 13:01:00,24533.91,1681.234,5801.094,82.25
2024-11-15 13:00:59,24533.68,1681.473,5801.094,82.25
2024-11-15 13:00:58,24533.95,1681.324,5800.965,82.25
2024-11-15 13:00:57,24533.6,1681.594,5801.051,82.24609
2024-11-15 13:00:56,24533.85,1681.473,5800.926,82.24609
2024-11-15 13:00:55,24530.05,1685.273,5800.926,82.24609
2024-11-15 13:00:54,24530.05,1685.273,5800.926,82.24609
2024-11-15 13:00:53,24530.31,1685.461,5800.477,82.24609
2024-11-15 13:00:52,24540.91,1680.773,5794.609,82.20312
2024-11-15 13:00:51,24540.67,1681.012,5794.609,82.20312
2024-11-15 13:00:50,24540.69,1680.988,5794.609,82.20312
2024-11-15 13:00:49,24540.73,1680.949,5794.609,82.20312
2024-11-15 13:00:48,24540.46,1681.219,5794.609,82.20312
