time,received,sent,multicast
2024-11-15 18:25:10,6.403392,-6.403392,0
2024-11-15 18:25:09,10.487386,-10.487386,0
2024-11-15 18:25:08,9.135745,-9.135745,0
2024-11-15 18:25:07,10.999766,-10.621503,0
2024-11-15 18:25:06,28.01659,-22.10048,0
2024-11-15 18:25:05,66.58418,-46.5351,0
2024-11-15 18:25:04,78.71003,-50.22114,0
2024-11-15 18:25:03,75.67971,-49.29926,0
2024-11-15 18:25:02,83.86563,-57.24376,0
2024-11-15 18:25:01,83.50819,-60.15706,0
2024-11-15 18:25:00,80.32731,-62.46184,0
2024-11-15 18:24:59,73.64621,-54.62095,0
2024-11-15 18:24:58,76.86755,-53.62331,0
2024-11-15 18:24:57,75.00106,-51.48783,0
2024-11-15 18:24:56,76.50558,-49.37358,0
2024-11-15 18:24:55,85.81416,-57.94652,0
2024-11-15 18:24:54,87.92023,-65.70296,0
2024-11-15 18:24:53,78.29449,-59.26905,0
2024-11-15 18:24:52,86.24444,-61.86602,0
2024-11-15 18:24:51,80.84219,-56.59786,0
2024-11-15 18:24:50,74.00893,-49.49278,0
2024-11-15 18:24:49,75.89009,-50.78226,0
2024-11-15 18:24:48,77.48006,-56.23848,0
2024-11-15 18:24:47,75.76176,-54.24718,0
2024-11-15 18:24:46,82.2992,-57.54175,0
2024-11-15 18:24:45,83.80933,-57.81016,0
2024-11-15 18:24:44,76.91418,-49.78056,0
2024-11-15 18:24:43,81.59124,-56.37494,0
2024-11-15 18:24:42,79.02113,-58.8877,0
2024-11-15 18:24:41,79.46209,-60.4873,0
2024-11-15 18:24:40,75.03161,-59.13935,0
2024-11-15 18:24:39,76.59824,-54.57157,0
2024-11-15 18:24:38,74.77742,-47.40095,0
2024-11-15 18:24:37,81.00389,-56.40672,0
2024-11-15 18:24:36,82.14265,-60.87084,0
2024-11-15 18:24:35,87.02466,-58.9987,0
2024-11-15 18:24:34,89.71919,-61.63982,0
2024-11-15 18:24:33,89.41241,-66.38434,0
2024-11-15 18:24:32,86.30715,-59.81774,0
2024-11-15 18:24:31,76.14235,-52.90439,0
2024-11-15 18:24:30,84.50711,-61.75233,0
2024-11-15 18:24:29,89.64377,-66.77864,0
2024-11-15 18:24:28,90.97909,-68.08777,0
2024-11-15 18:24:27,78.06158,-55.46402,0
2024-11-15 18:24:26,75.20946,-55.18444,0
2024-11-15 18:24:25,98.80339,-70.40116,0
2024-11-15 18:24:24,101.30398,-71.46298,0
2024-11-15 18:24:23,90.02327,-65.51131,0
2024-11-15 18:24:22,97.26661,-68.75486,0
2024-11-15 18:24:21,98.36442,-68.49537,0
2024-11-15 18:24:20,87.57182,-60.70608,0
2024-11-15 18:24:19,76.99426,-51.23989,0
2024-11-15 18:24:18,79.26885,-54.15938,0
2024-11-15 18:24:17,83.75237,-61.3753,0
2024-11-15 18:24:16,86.13811,-64.27144,0
2024-11-15 18:24:15,86.48831,-66.48813,0
2024-11-15 18:24:14,78.32822,-57.57195,0
2024-11-15 18:24:13,68.24409,-47.00024,0
2024-11-15 18:24:12,73.80131,-51.53407,0
2024-11-15 18:24:11,84.62937,-62.0305,0
2024-11-15 18:24:10,87.40091,-68.88884,0
2024-11-15 18:24:09,89.21532,-64.81334,0
2024-11-15 18:24:08,83.37561,-56.401,0
2024-11-15 18:24:07,90.04457,-66.91149,0
2024-11-15 18:24:06,89.79383,-67.8179,0
2024-11-15 18:24:05,82.45671,-63.18713,0
2024-11-15 18:24:04,95.73573,-76.13785,0
2024-11-15 18:24:03,86.70121,-71.18983,0
2024-11-15 18:24:02,85.56256,-61.89114,0
2024-11-15 18:24:01,91.19287,-61.59609,0
2024-11-15 18:24:00,75.46209,-56.37705,0
2024-11-15 18:23:59,74.05099,-60.02613,0
2024-11-15 18:23:58,91.55878,-68.02272,0
2024-11-15 18:23:57,96.82068,-69.22216,0
2024-11-15 18:23:56,79.32889,-56.95075,0
2024-11-15 18:23:55,83.60528,-60.60655,0
2024-11-15 18:23:54,101.46796,-76.95458,0
2024-11-15 18:23:53,95.12979,-66.24086,0
2024-11-15 18:23:52,93.21494,-64.24051,0
2024-11-15 18:23:51,82.47656,-59.22891,0
2024-11-15 18:23:50,71.97968,-49.9781,0
2024-11-15 18:23:49,71.52559,-47.63895,0
2024-11-15 18:23:48,80.1361,-55.78197,0
2024-11-15 18:23:47,90.69615,-64.26874,0
2024-11-15 18:23:46,94.03186,-62.70415,0
2024-11-15 18:23:45,76.37331,-52.10686,0
2024-11-15 18:23:44,74.36027,-47.87006,0
2024-11-15 18:23:43,70.75929,-49.4049,0
2024-11-15 18:23:42,74.26521,-54.99762,0
2024-11-15 18:23:41,78.00295,-54.62399,0
2024-11-15 18:23:40,83.29936,-59.29777,0
2024-11-15 18:23:39,83.3051,-61.19514,0
2024-11-15 18:23:38,75.80561,-51.88977,0
2024-11-15 18:23:37,368.748,-303.0893,0
2024-11-15 18:23:36,930.9902,-802.4386,0
2024-11-15 18:23:35,1053.2453,-907.3176,0
2024-11-15 18:23:34,944.1098,-799.5514,0
2024-11-15 18:23:33,843.2044,-721.0162,0
2024-11-15 18:23:32,784.1871,-664.488,0
2024-11-15 18:23:31,775.2439,-646.9215,0
2024-11-15 18:23:30,782.3635,-655.8064,0
2024-11-15 18:23:29,769.4464,-632.7196,0
2024-11-15 18:23:28,745.0686,-623.7882,0
2024-11-15 18:23:27,750.1071,-643.5657,0
2024-11-15 18:23:26,742.3751,-629.5101,0
2024-11-15 18:23:25,764.9347,-645.2365,0
2024-11-15 18:23:24,800.2095,-669.2404,0
2024-11-15 18:23:23,790.2251,-668.0181,0
2024-11-15 18:23:22,781.6784,-662.2748,0
2024-11-15 18:23:21,783.1943,-666.1153,0
2024-11-15 18:23:20,756.7552,-647.4612,0
2024-11-15 18:23:19,745.0606,-621.7918,0
2024-11-15 18:23:18,765.3995,-637.5581,0
2024-11-15 18:23:17,789.5152,-652.2621,0
2024-11-15 18:23:16,800.3796,-657.9208,0
2024-11-15 18:23:15,770.665,-664.0405,0
2024-11-15 18:23:14,780.2326,-672.7287,0
2024-11-15 18:23:13,748.1863,-643.0988,0
2024-11-15 18:23:12,708.5859,-610.453,0
2024-11-15 18:23:11,749.123,-639.6668,0
