time,time
2024-11-15 18:25:10,1.5837063
2024-11-15 18:25:08,2.000099
2024-11-15 18:25:06,1.3324733
2024-11-15 18:25:04,1.6674337
2024-11-15 18:25:02,1.6662483
2024-11-15 18:25:00,1.6112374
2024-11-15 18:24:58,1.6666788
2024-11-15 18:24:56,1.6667172
2024-11-15 18:24:54,1.2216845
2024-11-15 18:24:52,1.2224817
2024-11-15 18:24:50,1.2774953
2024-11-15 18:24:48,1.1674707
2024-11-15 18:24:46,2.000011
2024-11-15 18:24:44,2.333699
2024-11-15 18:24:42,1.4988043
2024-11-15 18:24:40,1.667477
2024-11-15 18:24:38,1.888375
2024-11-15 18:24:36,1.3333262
2024-11-15 18:24:34,1.4445421
2024-11-15 18:24:32,1.833711
2024-11-15 18:24:30,1.777549
2024-11-15 18:24:28,1.722521
2024-11-15 18:24:26,1.999972
2024-11-15 18:24:24,1.7767
2024-11-15 18:24:22,0.6666682
2024-11-15 18:24:20,1.1116451
2024-11-15 18:24:18,1.5287252
2024-11-15 18:24:16,2.416222
2024-11-15 18:24:14,1.748836
2024-11-15 18:24:12,0.583727
2024-11-15 18:24:10,1.0000123
2024-11-15 18:24:08,1.4450001
2024-11-15 18:24:06,1.6108598
2024-11-15 18:24:04,1.3333298
2024-11-15 18:24:02,1.778326
2024-11-15 18:24:00,1.999983
2024-11-15 18:23:58,1.999909
2024-11-15 18:23:56,2.000056
2024-11-15 18:23:54,0.9988119
2024-11-15 18:23:52,1.0562272
2024-11-15 18:23:50,1.1937698
2024-11-15 18:23:48,0.6395204
2024-11-15 18:23:46,1.3333431
2024-11-15 18:23:44,1.1108529
2024-11-15 18:23:42,1.2224999
2024-11-15 18:23:40,1.3891799
2024-11-15 18:23:38,1.6666633
2024-11-15 18:23:36,1.5554142
2024-11-15 18:23:34,2.278727
2024-11-15 18:23:32,2.443375
2024-11-15 18:23:30,1.333328
2024-11-15 18:23:28,1.1108362
2024-11-15 18:23:26,2.001213
2024-11-15 18:23:24,1.4987778
2024-11-15 18:23:22,1.2225224
2024-11-15 18:23:20,1.2775345
2024-11-15 18:23:18,1.1116087
2024-11-15 18:23:16,1.6666822
2024-11-15 18:23:14,1.2216788
2024-11-15 18:23:12,0.9999888
2024-11-15 18:23:10,2.33504
2024-11-15 18:23:08,2.748784
2024-11-15 18:23:06,1.5836631
2024-11-15 18:23:04,2.00007
2024-11-15 18:23:02,1.999981
2024-11-15 18:23:00,1.916209
2024-11-15 18:22:58,1.5837555
2024-11-15 18:22:56,1.776663
2024-11-15 18:22:54,0.6666791
2024-11-15 18:22:52,1.1116922
2024-11-15 18:22:50,1.3892024
2024-11-15 18:22:48,1.6666078
2024-11-15 18:22:46,1.2216537
2024-11-15 18:22:44,1.66747
2024-11-15 18:22:42,1.6662432
2024-11-15 18:22:40,1.3887529
2024-11-15 18:22:38,1.2775178
2024-11-15 18:22:36,1.083736
2024-11-15 18:22:34,1.4162689
2024-11-15 18:22:32,0.9999957
2024-11-15 18:22:30,1.6674576
2024-11-15 18:22:28,2.000003
2024-11-15 18:22:26,2.444979
2024-11-15 18:22:24,2.555029
