time,time
2024-11-15 18:25:10,1.0622549
2024-11-15 18:25:08,1.6666794
2024-11-15 18:25:06,2.457825
2024-11-15 18:25:04,1.5165765
2024-11-15 18:25:02,0.7966732
2024-11-15 18:25:00,1.1399895
2024-11-15 18:24:58,2.422242
2024-11-15 18:24:56,1.6666656
2024-11-15 18:24:54,1.5677914
2024-11-15 18:24:52,1.2033304
2024-11-15 18:24:50,1.0000048
2024-11-15 18:24:48,1.0622161
2024-11-15 18:24:46,1.6666739
2024-11-15 18:24:44,1.86445
2024-11-15 18:24:42,1.999979
2024-11-15 18:24:40,2.000009
2024-11-15 18:24:38,2.00003
2024-11-15 18:24:36,2.031121
2024-11-15 18:24:34,2.33339
2024-11-15 18:24:32,3.619004
2024-11-15 18:24:30,3.412082
2024-11-15 18:24:28,2.604404
2024-11-15 18:24:26,2.000023
2024-11-15 18:24:24,2.395588
2024-11-15 18:24:22,2.635522
2024-11-15 18:24:20,2.333322
2024-11-15 18:24:18,4.212211
2024-11-15 18:24:16,3.719927
2024-11-15 18:24:14,2.005568
2024-11-15 18:24:12,1.728921
2024-11-15 18:24:10,2.33335
2024-11-15 18:24:08,2.432237
2024-11-15 18:24:06,1.807743
2024-11-15 18:24:04,1.3022125
2024-11-15 18:24:02,1.0000033
2024-11-15 18:24:00,0.9999939
2024-11-15 18:23:58,1.1977824
2024-11-15 18:23:56,1.3955721
2024-11-15 18:23:54,1.906622
2024-11-15 18:23:52,0.999998
2024-11-15 18:23:50,1.593351
2024-11-15 18:23:48,1.802229
2024-11-15 18:23:46,1.69779
2024-11-15 18:23:44,2.000021
2024-11-15 18:23:42,1.999992
2024-11-15 18:23:40,1.953304
2024-11-15 18:23:38,5.094932
2024-11-15 18:23:36,39.96917
2024-11-15 18:23:34,39.66786
2024-11-15 18:23:32,25.32561
2024-11-15 18:23:30,13.719687
2024-11-15 18:23:28,7.654053
2024-11-15 18:23:26,4.45782
2024-11-15 18:23:24,5.666788
2024-11-15 18:23:22,4.677694
2024-11-15 18:23:20,3.999895
2024-11-15 18:23:18,4.889934
2024-11-15 18:23:16,5.994439
2024-11-15 18:23:14,6.208874
2024-11-15 18:23:12,5.000012
2024-11-15 18:23:10,5.00003
2024-11-15 18:23:08,5.791179
2024-11-15 18:23:06,6.208867
2024-11-15 18:23:04,5.093501
2024-11-15 18:23:02,5.906565
2024-11-15 18:23:00,5.000023
2024-11-15 18:22:58,12.713997
2024-11-15 18:22:56,16.92601
2024-11-15 18:22:54,6.967192
2024-11-15 18:22:52,10.705925
2024-11-15 18:22:50,3.093381
2024-11-15 18:22:48,4.000064
2024-11-15 18:22:46,4.593447
2024-11-15 18:22:44,5.197862
