time,received,sent
2024-11-15 18:25:10,3.078327,-1.721567
2024-11-15 18:25:09,0.3377988,0
2024-11-15 18:25:08,0.2195043,-0.6738271
2024-11-15 18:25:07,0.6267231,-1.4381729
2024-11-15 18:25:06,1.215603,-4.042103
2024-11-15 18:25:05,2.0936,-9.492309
2024-11-15 18:25:04,0.9073819,-2.902901
2024-11-15 18:25:03,1.156643,-3.129197
2024-11-15 18:25:02,0.6879974,-2.70399
2024-11-15 18:25:01,0.6880277,-2.704109
2024-11-15 18:25:00,0.6879654,-2.943723
2024-11-15 18:24:59,0.6880134,-3.216194
2024-11-15 18:24:58,0.6880029,-2.704012
2024-11-15 18:24:57,0.687987,-2.703949
2024-11-15 18:24:56,0.6879847,-2.70394
2024-11-15 18:24:55,0.6880078,-2.943886
2024-11-15 18:24:54,0.6879954,-3.216127
2024-11-15 18:24:53,0.6879996,-2.943848
2024-11-15 18:24:52,0.6880148,-3.456074
2024-11-15 18:24:51,0.6880167,-3.2162
2024-11-15 18:24:50,0.6879804,-2.703923
2024-11-15 18:24:49,0.6879757,-2.703904
2024-11-15 18:24:48,0.9737923,-3.219475
2024-11-15 18:24:47,1.2982462,-3.804676
2024-11-15 18:24:46,0.6879885,-2.703955
2024-11-15 18:24:45,0.6880024,-2.704009
2024-11-15 18:24:44,0.688007,-2.704027
2024-11-15 18:24:43,0.6880025,-2.70401
2024-11-15 18:24:42,0.6879904,-2.703962
2024-11-15 18:24:41,1.0860057,-3.300946
2024-11-15 18:24:40,1.5379686,-3.978953
2024-11-15 18:24:39,0.6880264,-2.704104
2024-11-15 18:24:38,0.6880227,-2.943982
2024-11-15 18:24:37,0.8870227,-3.415072
2024-11-15 18:24:36,1.1129572,-3.128956
2024-11-15 18:24:35,0.6879953,-2.703982
2024-11-15 18:24:34,0.6879976,-2.703991
2024-11-15 18:24:33,1.836185,-3.086672
2024-11-15 18:24:32,4.793118,-3.90394
2024-11-15 18:24:31,4.218686,-3.521343
2024-11-15 18:24:30,0.6879902,-2.703962
2024-11-15 18:24:29,0.6880131,-2.943906
2024-11-15 18:24:28,0.687972,-3.216035
2024-11-15 18:24:27,0.6880022,-2.704009
2024-11-15 18:24:26,0.8869952,-2.90298
2024-11-15 18:24:25,1.1130042,-3.368843
2024-11-15 18:24:24,0.6880173,-3.216242
2024-11-15 18:24:23,0.6879998,-2.943844
2024-11-15 18:24:22,0.6879851,-3.455925
2024-11-15 18:24:21,0.6880142,-3.216227
2024-11-15 18:24:20,0.6880058,-2.704023
2024-11-15 18:24:19,0.6879828,-2.703933
2024-11-15 18:24:18,0.6880283,-2.704111
2024-11-15 18:24:17,0.6880093,-2.704037
2024-11-15 18:24:16,0.6879935,-2.703975
2024-11-15 18:24:15,0.9074332,-2.902994
2024-11-15 18:24:14,1.156575,-3.129039
2024-11-15 18:24:13,0.6879965,-2.703986
2024-11-15 18:24:12,0.6880008,-2.704003
2024-11-15 18:24:11,0.6880028,-2.704011
2024-11-15 18:24:10,0.6879868,-2.703948
2024-11-15 18:24:09,0.6879868,-2.703948
2024-11-15 18:24:08,0.6880275,-2.943984
2024-11-15 18:24:07,0.6879917,-3.216092
2024-11-15 18:24:06,0.6879933,-2.703974
2024-11-15 18:24:05,0.6879904,-2.703962
2024-11-15 18:24:04,0.9738067,-3.2195
2024-11-15 18:24:03,1.2981918,-3.804494
2024-11-15 18:24:02,0.6880166,-2.704065
2024-11-15 18:24:01,0.6880116,-2.704045
2024-11-15 18:24:00,0.6879912,-2.703965
2024-11-15 18:23:59,0.6880167,-2.943952
2024-11-15 18:23:58,0.687965,-3.215976
2024-11-15 18:23:57,0.688012,-2.704047
2024-11-15 18:23:56,0.688003,-2.704012
2024-11-15 18:23:55,0.6879992,-2.943861
2024-11-15 18:23:54,0.6879993,-3.216133
2024-11-15 18:23:53,0.9992605,-3.163185
2024-11-15 18:23:52,1.3527265,-3.924613
2024-11-15 18:23:51,0.6880053,-3.216172
2024-11-15 18:23:50,0.8461906,-2.703974
2024-11-15 18:23:49,1.0258134,-2.704042
