time,minor,major
2024-11-15 18:25:10,325.1676,0
2024-11-15 18:25:09,231.2497,0
2024-11-15 18:25:08,271.027,0
2024-11-15 18:25:07,322.5383,0
2024-11-15 18:25:06,476.9933,0
2024-11-15 18:25:05,1320.1317,0
2024-11-15 18:25:04,231.3888,0
2024-11-15 18:25:03,242.5463,0
2024-11-15 18:25:02,276.7355,0
2024-11-15 18:25:01,240.8112,0
2024-11-15 18:25:00,223.5659,0
2024-11-15 18:24:59,225.4275,0
2024-11-15 18:24:58,226.3713,0
2024-11-15 18:24:57,251.8725,0
2024-11-15 18:24:56,305.7207,0
2024-11-15 18:24:55,314.4157,0
2024-11-15 18:24:54,224.8843,0
2024-11-15 18:24:53,223.96,0
2024-11-15 18:24:52,229.0568,0
2024-11-15 18:24:51,245.731,0
2024-11-15 18:24:50,223.7593,0
2024-11-15 18:24:49,256.4639,0
2024-11-15 18:24:48,354.3507,0
2024-11-15 18:24:47,226.3745,0
2024-11-15 18:24:46,251.357,0
2024-11-15 18:24:45,327.9465,0
2024-11-15 18:24:44,874.4795,0
2024-11-15 18:24:43,3096.575,0
2024-11-15 18:24:42,354.9024,0
2024-11-15 18:24:41,223.8177,0
2024-11-15 18:24:40,223.3461,0
2024-11-15 18:24:39,255.309,0
2024-11-15 18:24:38,387.0094,0
2024-11-15 18:24:37,356.3377,0
2024-11-15 18:24:36,243.7722,0
2024-11-15 18:24:35,313.4164,0
2024-11-15 18:24:34,224.1774,0
2024-11-15 18:24:33,232.3092,0
2024-11-15 18:24:32,257.1055,0
2024-11-15 18:24:31,226.6192,0
2024-11-15 18:24:30,224.8013,0
2024-11-15 18:24:29,223.9537,0
2024-11-15 18:24:28,257.5314,0
2024-11-15 18:24:27,369.3157,0
2024-11-15 18:24:26,245.6445,0
2024-11-15 18:24:25,321.72,0
2024-11-15 18:24:24,254.9812,0
2024-11-15 18:24:23,354.6391,0
2024-11-15 18:24:22,225.6269,0
2024-11-15 18:24:21,235.1249,0
2024-11-15 18:24:20,226.2044,0
2024-11-15 18:24:19,222.8276,0
2024-11-15 18:24:18,222.2379,0
2024-11-15 18:24:17,222.7484,0
2024-11-15 18:24:16,247.0595,0
2024-11-15 18:24:15,351.3202,0
2024-11-15 18:24:14,340.9253,0
2024-11-15 18:24:13,354.2593,0
2024-11-15 18:24:12,224.6459,0
2024-11-15 18:24:11,223.3807,0
2024-11-15 18:24:10,254.5342,0
2024-11-15 18:24:09,354.3988,0
2024-11-15 18:24:08,229.4531,0
2024-11-15 18:24:07,226.6166,0
2024-11-15 18:24:06,246.5452,0
2024-11-15 18:24:05,318.4944,-0.187288
2024-11-15 18:24:04,256.4486,-0.812712
2024-11-15 18:24:03,400.6482,0
2024-11-15 18:24:02,395.8115,0
2024-11-15 18:24:01,261.0897,0
2024-11-15 18:24:00,396.3792,0
2024-11-15 18:23:59,382.988,0
2024-11-15 18:23:58,310.7088,0
2024-11-15 18:23:57,277.8663,0
2024-11-15 18:23:56,298.2665,0
2024-11-15 18:23:55,377.6885,0
2024-11-15 18:23:54,245.0503,0
2024-11-15 18:23:53,238.5559,0
2024-11-15 18:23:52,230.9805,0
2024-11-15 18:23:51,240.4532,0
2024-11-15 18:23:50,225.189,0
2024-11-15 18:23:49,225.0622,0
2024-11-15 18:23:48,221.2148,0
2024-11-15 18:23:47,222.3667,0
2024-11-15 18:23:46,245.1636,0
2024-11-15 18:23:45,315.7181,0
2024-11-15 18:23:44,254.8081,0
2024-11-15 18:23:43,361.3437,0
2024-11-15 18:23:42,223.4473,0
2024-11-15 18:23:41,222.082,0
2024-11-15 18:23:40,226.8547,0
2024-11-15 18:23:39,224.8517,0
2024-11-15 18:23:38,221.7277,0
2024-11-15 18:23:37,1981.169,0
2024-11-15 18:23:36,29572.78,0
2024-11-15 18:23:35,116370.5,0
2024-11-15 18:23:34,100621.72,0
2024-11-15 18:23:33,54566.03,0
2024-11-15 18:23:32,125578.62,0
2024-11-15 18:23:31,13843.066,0
2024-11-15 18:23:30,17749.07,0
2024-11-15 18:23:29,24037.97,0
2024-11-15 18:23:28,266.592,0
2024-11-15 18:23:27,374.8236,0
2024-11-15 18:23:26,492.4916,0
2024-11-15 18:23:25,1367.0947,0
2024-11-15 18:23:24,235.2936,0
2024-11-15 18:23:23,239.5196,0
2024-11-15 18:23:22,239.2042,0
2024-11-15 18:23:21,262.438,-0.1873352
2024-11-15 18:23:20,249.2547,-0.8126648
2024-11-15 18:23:19,252.6037,0
2024-11-15 18:23:18,225.9185,0
2024-11-15 18:23:17,229.0561,0
2024-11-15 18:23:16,247.463,0
2024-11-15 18:23:15,323.2811,0
2024-11-15 18:23:14,264.7069,-0.3740757
2024-11-15 18:23:13,384.4685,-1.6259243
2024-11-15 18:23:12,235.0443,0
2024-11-15 18:23:11,254.3966,0
2024-11-15 18:23:10,273.6671,0
2024-11-15 18:23:09,380.0732,0
2024-11-15 18:23:08,261.3395,0
2024-11-15 18:23:07,258.0999,0
2024-11-15 18:23:06,297.0016,0
2024-11-15 18:23:05,375.2451,0
2024-11-15 18:23:04,424.595,0
2024-11-15 18:23:03,781.7469,0
2024-11-15 18:23:02,342.4936,0
2024-11-15 18:23:01,299.8647,0
2024-11-15 18:23:00,416.7214,0
2024-11-15 18:22:59,368.2989,0
2024-11-15 18:22:58,312.4507,0
2024-11-15 18:22:57,344.2508,0
2024-11-15 18:22:56,24192.27,0
2024-11-15 18:22:55,103698.94,0
2024-11-15 18:22:54,2134.097,0
2024-11-15 18:22:53,5467.735,0
2024-11-15 18:22:52,22938.75,0
2024-11-15 18:22:51,238.3673,0
2024-11-15 18:22:50,229.8026,0
2024-11-15 18:22:49,244.0629,0
2024-11-15 18:22:48,247.746,0
