time,free,used,cached,buffers
2024-11-15 18:25:10,28020.88,1836.668,2166.25,74.69531
2024-11-15 18:25:09,28020.64,1836.914,2166.25,74.69531
2024-11-15 18:25:08,28020.39,1837.16,2166.25,74.69531
2024-11-15 18:25:07,28020.14,1837.406,2166.25,74.69531
2024-11-15 18:25:06,28020.16,1837.395,2166.25,74.69141
2024-11-15 18:25:05,28020.42,1837.133,2166.25,74.69141
2024-11-15 18:25:04,28020.18,1837.379,2166.25,74.69141
2024-11-15 18:25:03,28020.02,1837.531,2166.25,74.69141
2024-11-15 18:25:02,28020.14,1837.41,2166.25,74.69141
2024-11-15 18:25:01,28019.87,1837.688,2166.25,74.69141
2024-11-15 18:25:00,28020.16,1837.395,2166.25,74.69141
2024-11-15 18:24:59,28020.67,1836.887,2166.25,74.69141
2024-11-15 18:24:58,28020.88,1836.672,2166.25,74.69141
2024-11-15 18:24:57,28021.4,1836.16,2166.246,74.69141
2024-11-15 18:24:56,28021.14,1836.422,2166.25,74.6875
2024-11-15 18:24:55,28021.14,1836.422,2166.25,74.6875
2024-11-15 18:24:54,28020.91,1836.652,2166.25,74.6875
2024-11-15 18:24:53,28021.14,1836.422,2166.25,74.67969
2024-11-15 18:24:52,28021.14,1836.43,2166.25,74.67969
2024-11-15 18:24:51,28020.88,1836.691,2166.25,74.67969
2024-11-15 18:24:50,28021.13,1836.438,2166.25,74.67969
2024-11-15 18:24:49,28020.88,1836.691,2166.25,74.67969
2024-11-15 18:24:48,28020.88,1836.684,2166.25,74.67969
2024-11-15 18:24:47,28021.65,1835.914,2166.25,74.67969
2024-11-15 18:24:46,28021.41,1836.16,2166.25,74.67969
2024-11-15 18:24:45,28021.42,1836.145,2166.25,74.67969
2024-11-15 18:24:44,28021.41,1836.16,2166.25,74.67969
2024-11-15 18:24:43,28021.88,1835.691,2166.25,74.67969
2024-11-15 18:24:42,28022.14,1835.43,2166.25,74.67969
2024-11-15 18:24:41,28021.66,1835.906,2166.25,74.67969
2024-11-15 18:24:40,28022.14,1835.422,2166.25,74.67969
2024-11-15 18:24:39,28021.59,1835.977,2166.25,74.67969
2024-11-15 18:24:38,28020.17,1837.398,2166.25,74.67969
2024-11-15 18:24:37,28020.42,1837.145,2166.25,74.67969
2024-11-15 18:24:36,28020.42,1837.145,2166.25,74.67969
2024-11-15 18:24:35,28020.15,1837.414,2166.25,74.67969
2024-11-15 18:24:34,28020.15,1837.414,2166.25,74.67969
2024-11-15 18:24:33,28020.02,1837.543,2166.25,74.67969
2024-11-15 18:24:32,28019.98,1837.582,2166.25,74.67969
2024-11-15 18:24:31,28020,1837.566,2166.25,74.67969
2024-11-15 18:24:30,28020.22,1837.344,2166.25,74.67969
2024-11-15 18:24:29,28019.99,1837.574,2166.25,74.67969
2024-11-15 18:24:28,28020.22,1837.344,2166.25,74.67969
2024-11-15 18:24:27,28020.22,1837.344,2166.25,74.67969
