time,free,used,cached,buffers
2024-11-15 18:25:10,24243.95,1803.293,5959.133,92.11719
2024-11-15 18:25:09,24243.64,1803.602,5959.133,92.11719
2024-11-15 18:25:08,24243.89,1803.348,5959.133,92.11719
2024-11-15 18:25:07,24244,1803.246,5959.133,92.11719
2024-11-15 18:25:06,24244.04,1803.199,5959.133,92.11719
2024-11-15 18:25:05,24243.7,1803.547,5959.133,92.11719
2024-11-15 18:25:04,24243.7,1803.539,5959.133,92.11719
2024-11-15 18:25:03,24243.95,1803.293,5959.133,92.11719
2024-11-15 18:25:02,24243.96,1803.285,5959.133,92.11719
2024-11-15 18:25:01,24243.71,1803.531,5959.133,92.11719
2024-11-15 18:25:00,24243.96,1803.285,5959.133,92.11719
2024-11-15 18:24:59,24243.96,1803.285,5959.133,92.11719
2024-11-15 18:24:58,24243.46,1803.777,5959.133,92.11719
2024-11-15 18:24:57,24243.71,1803.531,5959.133,92.11719
2024-11-15 18:24:56,24243.47,1803.77,5959.133,92.11719
2024-11-15 18:24:55,24243.96,1803.277,5959.133,92.11719
2024-11-15 18:24:54,24243.72,1803.523,5959.133,92.11719
2024-11-15 18:24:53,24243.72,1803.523,5959.133,92.11719
2024-11-15 18:24:52,24243.72,1803.523,5959.133,92.11719
2024-11-15 18:24:51,24243.72,1803.523,5959.133,92.11719
2024-11-15 18:24:50,24243.72,1803.523,5959.133,92.11719
2024-11-15 18:24:49,24244.19,1803.059,5959.133,92.11328
2024-11-15 18:24:48,24244.23,1803.02,5959.133,92.10547
2024-11-15 18:24:47,24243.71,1803.543,5959.133,92.10547
2024-11-15 18:24:46,24241.75,1805.504,5959.133,92.10547
2024-11-15 18:24:45,24241.96,1805.289,5959.133,92.10547
2024-11-15 18:24:44,24241.72,1805.535,5959.133,92.10547
2024-11-15 18:24:43,24242.23,1805.027,5959.133,92.10547
2024-11-15 18:24:42,24241.98,1805.273,5959.133,92.10547
2024-11-15 18:24:41,24242,1805.258,5959.133,92.10547
2024-11-15 18:24:40,24241.72,1805.535,5959.133,92.10547
2024-11-15 18:24:39,24241.59,1805.66,5959.133,92.10547
2024-11-15 18:24:38,24241.96,1805.289,5959.133,92.10547
2024-11-15 18:24:37,24241.46,1805.789,5959.133,92.10547
2024-11-15 18:24:36,24242.2,1805.051,5959.133,92.10547
2024-11-15 18:24:35,24241.96,1805.297,5959.133,92.10547
2024-11-15 18:24:34,24242.2,1805.051,5959.133,92.10547
2024-11-15 18:24:33,24242.06,1805.195,5959.133,92.10547
2024-11-15 18:24:32,24241.71,1805.543,5959.133,92.10547
2024-11-15 18:24:31,24241.71,1805.543,5959.133,92.10547
2024-11-15 18:24:30,24241.71,1805.543,5959.133,92.10547
2024-11-15 18:24:29,24241.71,1805.551,5959.133,92.09766
2024-11-15 18:24:28,24241.46,1805.797,5959.133,92.09766
2024-11-15 18:24:27,24241.12,1806.137,5959.133,92.09766
2024-11-15 18:24:26,24241.13,1806.129,5959.133,92.09766
2024-11-15 18:24:25,24240.89,1806.367,5959.133,92.09766
2024-11-15 18:24:24,24241.13,1806.129,5959.133,92.09766
2024-11-15 18:24:23,24241.15,1806.113,5959.133,92.09766
2024-11-15 18:24:22,24241.13,1806.129,5959.133,92.09766
2024-11-15 18:24:21,24241.37,1805.891,5959.133,92.09766
2024-11-15 18:24:20,24241.29,1805.969,5959.133,92.09766
2024-11-15 18:24:19,24240.99,1806.273,5959.133,92.09375
2024-11-15 18:24:18,24240.98,1806.289,5959.133,92.09375
2024-11-15 18:24:17,24240.49,1806.773,5959.133,92.09375
2024-11-15 18:24:16,24240.49,1806.773,5959.133,92.09375
2024-11-15 18:24:15,24240.45,1806.812,5959.133,92.09375
2024-11-15 18:24:14,24240.7,1806.566,5959.133,92.09375
2024-11-15 18:24:13,24241.68,1805.59,5959.133,92.09375
2024-11-15 18:24:12,24241.62,1805.645,5959.133,92.09375
2024-11-15 18:24:11,24241.35,1805.914,5959.133,92.09375
2024-11-15 18:24:10,24241.61,1805.652,5959.133,92.09375
2024-11-15 18:24:09,24241.86,1805.406,5959.133,92.09375
2024-11-15 18:24:08,24242.1,1805.168,5959.133,92.09375
2024-11-15 18:24:07,24242.06,1805.207,5959.133,92.09375
2024-11-15 18:24:06,24242.29,1804.98,5959.133,92.08984
2024-11-15 18:24:05,24242.29,1804.98,5959.133,92.08984
2024-11-15 18:24:04,24242.33,1804.941,5959.133,92.08984
2024-11-15 18:24:03,24242.04,1805.234,5959.133,92.08984
2024-11-15 18:24:02,24242.06,1805.211,5959.133,92.08984
2024-11-15 18:24:01,24242.54,1804.734,5959.133,92.08984
2024-11-15 18:24:00,24242.54,1804.734,5959.133,92.08984
2024-11-15 18:23:59,24242.54,1804.734,5959.133,92.08984
2024-11-15 18:23:58,24242.78,1804.488,5959.133,92.08984
2024-11-15 18:23:57,24243.03,1804.242,5959.133,92.08984
2024-11-15 18:23:56,24242.82,1804.453,5959.133,92.08594
2024-11-15 18:23:55,24243.07,1804.207,5959.133,92.08594
2024-11-15 18:23:54,24243.07,1804.207,5959.133,92.08594
2024-11-15 18:23:53,24243.32,1803.953,5959.133,92.08594
2024-11-15 18:23:52,24243.32,1803.953,5959.133,92.08594
2024-11-15 18:23:51,24243.07,1804.207,5959.133,92.08594
2024-11-15 18:23:50,24243.57,1803.707,5959.133,92.08594
2024-11-15 18:23:49,24243.36,1803.918,5959.129,92.08594
2024-11-15 18:23:48,24243.37,1803.91,5959.133,92.08203
2024-11-15 18:23:47,24242.81,1804.469,5959.133,92.08203
2024-11-15 18:23:46,24241.84,1805.434,5959.133,92.08203
2024-11-15 18:23:45,24242,1805.277,5959.133,92.08203
2024-11-15 18:23:44,24241.82,1805.461,5959.133,92.08203
2024-11-15 18:23:43,24239.67,1807.609,5959.133,92.08203
2024-11-15 18:23:42,24239.66,1807.617,5959.133,92.08203
2024-11-15 18:23:41,24239.43,1807.848,5959.133,92.08203
2024-11-15 18:23:40,24239.42,1807.859,5959.129,92.08203
2024-11-15 18:23:39,24239.68,1807.598,5959.133,92.07812
2024-11-15 18:23:38,24239.67,1807.613,5959.133,92.07812
2024-11-15 18:23:37,24239.66,1807.621,5959.133,92.07812
2024-11-15 18:23:36,24239.64,1807.637,5959.133,92.07812
2024-11-15 18:23:35,24240.29,1807.027,5959.102,92.07812
2024-11-15 18:23:34,24240.27,1807.043,5959.102,92.07812
2024-11-15 18:23:33,24240.23,1807.082,5959.102,92.07812
2024-11-15 18:23:32,24240.02,1807.297,5959.102,92.07812
2024-11-15 18:23:31,24240.24,1807.074,5959.102,92.07812
2024-11-15 18:23:30,24240.25,1807.059,5959.102,92.07812
2024-11-15 18:23:29,24239.02,1808.297,5959.102,92.07812
2024-11-15 18:23:28,24239.26,1808.055,5959.102,92.07422
2024-11-15 18:23:27,24239.02,1808.301,5959.102,92.07422
2024-11-15 18:23:26,24239.29,1808.031,5959.102,92.07422
2024-11-15 18:23:25,24239.5,1807.816,5959.102,92.07422
2024-11-15 18:23:24,24239.53,1807.785,5959.102,92.07422
