time,load1,load5,load15
2024-11-15 21:18:40,0,0.07,0.08
2024-11-15 21:18:35,0,0.08,0.08
2024-11-15 21:18:30,0,0.08,0.08
2024-11-15 21:18:25,0.01,0.08,0.08
2024-11-15 21:18:20,0.01,0.08,0.08
2024-11-15 21:18:15,0.01,0.08,0.08
2024-11-15 21:18:10,0.01,0.08,0.08
2024-11-15 21:18:05,0.01,0.08,0.08
2024-11-15 21:18:00,0.01,0.09,0.09
2024-11-15 21:17:55,0.01,0.09,0.09
2024-11-15 21:17:50,0.01,0.09,0.09
2024-11-15 21:17:45,0.01,0.09,0.09
2024-11-15 21:17:40,0.02,0.09,0.09
2024-11-15 21:17:35,0.02,0.1,0.09
2024-11-15 21:17:30,0.02,0.1,0.09
2024-11-15 21:17:25,0.02,0.1,0.09
2024-11-15 21:17:20,0.02,0.1,0.09
2024-11-15 21:17:15,0.02,0.1,0.09
2024-11-15 21:17:10,0.03,0.11,0.09
2024-11-15 21:17:05,0.03,0.11,0.09
2024-11-15 21:17:00,0.03,0.11,0.09
2024-11-15 21:16:55,0.03,0.11,0.09
2024-11-15 21:16:50,0.04,0.11,0.09
2024-11-15 21:16:45,0.04,0.12,0.09
2024-11-15 21:16:40,0.05,0.12,0.1
2024-11-15 21:16:35,0.05,0.12,0.1
2024-11-15 21:16:30,0.06,0.12,0.1
2024-11-15 21:16:25,0.06,0.12,0.1
2024-11-15 21:16:20,0.07,0.13,0.1
2024-11-15 21:16:15,0.07,0.13,0.1
2024-11-15 21:16:10,0.08,0.13,0.1
2024-11-15 21:16:05,0.09,0.13,0.1
2024-11-15 21:16:00,0.09,0.1388915,0.1
2024-11-15 21:15:55,0.09,0.14,0.1
2024-11-15 21:15:50,0.1,0.14,0.1
2024-11-15 21:15:45,0.11,0.14,0.11
2024-11-15 21:15:40,0.13,0.15,0.11
2024-11-15 21:15:35,0.14,0.15,0.11
2024-11-15 21:15:30,0.16,0.15,0.11
2024-11-15 21:15:25,0.17,0.16,0.11
2024-11-15 21:15:20,0.18,0.16,0.11
2024-11-15 21:15:15,0.2,0.16,0.11
2024-11-15 21:15:10,0.1377593,0.1511085,0.11
2024-11-15 21:15:05,0.13,0.15,0.11
2024-11-15 21:15:00,0.16,0.15,0.11
2024-11-15 21:14:55,0.17,0.16,0.11
2024-11-15 21:14:50,0.18,0.16,0.11
2024-11-15 21:14:45,0.11,0.14,0.11
2024-11-15 21:14:40,0.12,0.15,0.11
2024-11-15 21:14:35,0.137783,0.15,0.11
2024-11-15 21:14:30,0.14,0.15,0.11
2024-11-15 21:14:25,0.15,0.15,0.11
2024-11-15 21:14:20,0.17,0.16,0.11
2024-11-15 21:14:15,0.19,0.16,0.11
2024-11-15 21:14:10,0.21,0.16,0.11
2024-11-15 21:14:05,0.23,0.17,0.11
2024-11-15 21:14:00,0.25,0.17,0.12
2024-11-15 21:13:55,0.27,0.17,0.12
2024-11-15 21:13:50,0.29,0.18,0.12
2024-11-15 21:13:45,0.32,0.18,0.12
2024-11-15 21:13:40,0.08,0.13,0.1
2024-11-15 21:13:35,0.0888915,0.13,0.1
