time,guest_nice,guest,steal,softirq,irq,user,system,nice,iowait
2024-11-15 21:18:43,0,0,0,0,0,0.1876173,0.1250782,0.1876173,0
2024-11-15 21:18:42,0,0,0,0,0,0.1876173,0.0625391,0.1876173,0
2024-11-15 21:18:41,0,0,0,0,0,0.0626174,0.1878522,0.0626174,0
2024-11-15 21:18:40,0,0,0,0,0,0.0625,0.3125,0.1875,0
2024-11-15 21:18:39,0,0,0,0,0,0.1878522,0.1252348,0.1252348,0
2024-11-15 21:18:38,0,0,0,0,0,0.1253133,0.1879699,0.1253133,0
2024-11-15 21:18:37,0,0,0,0,0,0.0625782,0.1251564,0.1877347,0
2024-11-15 21:18:36,0,0,0,0,0,0.1253133,0.1253133,0.1253133,0
2024-11-15 21:18:35,0,0,0,0.0625782,0,0.3754693,0.1877347,0.1251564,0
2024-11-15 21:18:34,0,0,0,0,0,0.1878522,0.1878522,0.1252348,0
2024-11-15 21:18:33,0,0,0,0,0,0.0625391,0.2501563,0.1250782,0
2024-11-15 21:18:32,0,0,0,0,0,0.0625782,0.1877347,0.1877347,0
2024-11-15 21:18:31,0,0,0,0,0,0.3146633,0.188798,0.188798,0
2024-11-15 21:18:30,0,0,0,0.0632911,0,0.6329114,0.3797468,0.1265823,0
2024-11-15 21:18:29,0,0,0,0.1265823,0,0.3797468,0.5696203,0.0632911,0
2024-11-15 21:18:28,0,0,0,0.0630915,0,0.6309148,0.3785489,0.2523659,0
2024-11-15 21:18:27,0,0,0,0.0631313,0,0.5050505,0.6944444,0.1262626,0
2024-11-15 21:18:26,0,0,0,0,0,0.5069708,0.3168568,0.1901141,0
2024-11-15 21:18:25,0,0,0,0,0,0.4438808,0.4438808,0.1268231,0
2024-11-15 21:18:24,0,0,0,0.063012,0,0.5671078,0.6931317,0.1260239,0
2024-11-15 21:18:23,0,0,0,0.1893939,0,0.3787879,0.7575758,0.1893939,0
2024-11-15 21:18:22,0,0,0,0.1264223,0,0.3792668,0.4424779,0.1896334,0
2024-11-15 21:18:21,0,0,0,0,0,0.6309148,0.4416404,0.0630915,0
2024-11-15 21:18:20,0,0,0,0.1265823,0,0.3797468,0.3797468,0.2531646,0
2024-11-15 21:18:19,0,0,0,0,0,0.3154574,0.4416404,0.126183,0
2024-11-15 21:18:18,0,0,0,0.0634115,0,0.3170577,0.5072923,0.2536462,0
2024-11-15 21:18:17,0,0,0,0.1266624,0,1.773274,0.569981,0.0633312,0
2024-11-15 21:18:16,0,0,0,0,0,0.5060089,0.56926,0.1265022,0
2024-11-15 21:18:15,0,0,0,0.1265022,0,0.3795066,0.5060089,0.1265022,0
2024-11-15 21:18:14,0,0,0,0,0,0.5066498,0.6333122,0.0633312,0
2024-11-15 21:18:13,0,0,0,0.0631313,0,0.6313131,0.4419192,0.1893939,0
2024-11-15 21:18:12,0,0,0,0,0,0.7575758,0.4419192,0.0631313,0
2024-11-15 21:18:11,0,0,0,0.0634115,0,0.6341154,0.3170577,0.1268231,0
2024-11-15 21:18:10,0,0,0,0.0634518,0,0.571066,0.3807107,0.1903553,0
2024-11-15 21:18:09,0,0,0,0.0632911,0,0.443038,0.5696203,0.1265823,0
2024-11-15 21:18:08,0,0,0,0.1264223,0,0.8849558,0.4424779,0.1264223,0
2024-11-15 21:18:07,0,0,0,0,0,0.6962025,0.3164557,0.1265823,0
2024-11-15 21:18:06,0,0,0.0630517,0.0630517,0,0.5044136,0.3783102,0.1261034,0
2024-11-15 21:18:05,0,0,0,0,0,0.443038,0.3797468,0.1265823,0
2024-11-15 21:18:04,0,0,0,0.0632911,0,0.5063291,0.5063291,0.1265823,0
2024-11-15 21:18:03,0,0,0,0.1263424,0,0.6317119,0.5053696,0.1263424,0
2024-11-15 21:18:02,0,0,0,0.0630915,0,0.5047319,0.4416404,0.0630915,0
2024-11-15 21:18:01,0,0,0,0,0,0.3166561,0.4433186,0.2533249,0
2024-11-15 21:18:00,0,0,0,0,0,0.8217446,0.3160556,0.1264223,0
2024-11-15 21:17:59,0,0,0,0.1262626,0,0.6313131,0.1893939,0.1893939,0
2024-11-15 21:17:58,0,0,0,0.0631712,0,0.6317119,0.3790272,0.2526848,0
2024-11-15 21:17:57,0,0,0,0,0,0.4433186,0.3166561,0.1899937,0
2024-11-15 21:17:56,0,0,0,0.0629723,0,0.5667506,0.5667506,0.1889169,0
2024-11-15 21:17:55,0,0,0,0,0,0.3162555,0.4427577,0.1265022,0
2024-11-15 21:17:54,0,0,0,0.0631313,0,0.8838384,0.4419192,0.1893939,0
2024-11-15 21:17:53,0,0,0,0.0632911,0,0.9493671,0.3797468,0.1898734,0
2024-11-15 21:17:52,0,0,0,0,0,0.5076142,0.3807107,0.1903553,0
2024-11-15 21:17:51,0,0,0,0.3878474,0,0.9696186,0.6464124,0.1939237,0
2024-11-15 21:17:50,0,0,0,0.2583979,0,1.744186,0.7105943,0.129199,0.0645995
2024-11-15 21:17:49,0,0,0,0.256246,0,2.690583,1.0890455,0.1921845,0
2024-11-15 21:17:48,0,0,0,0.3225806,0,1.0322581,0.7096774,0.1935484,0
2024-11-15 21:17:47,0,0,0,0.4495825,0,1.3487476,0.7064868,0.1284522,0
2024-11-15 21:17:46,0,0,0,0.1293661,0,1.0996119,0.6468305,0.1293661,0
2024-11-15 21:17:45,0,0,0,0.2578981,0,1.0315925,0.7092199,0.1934236,0
2024-11-15 21:17:44,0,0,0,0.1943005,0,1.1658031,0.8419689,0.1943005,0
2024-11-15 21:17:43,0,0,0,0.3217503,0,1.4157014,0.6435006,0.1287001,0
2024-11-15 21:17:42,0,0,0,0.1936733,0,1.0329245,0.9038089,0.1936733,0
2024-11-15 21:17:41,0,0,0,0.3229974,0,1.1627907,0.7751938,0.1937984,0
2024-11-15 21:17:40,0,0,0,0.3229974,0,0.9689922,0.7751938,0.129199,0
2024-11-15 21:17:39,0,0,0,0.257732,0,1.0953608,0.9020619,0.193299,0
2024-11-15 21:17:38,0,0,0,0.1931745,0,2.57566,1.28783,0.1931745,0
2024-11-15 21:17:37,0,0,0,0.3219575,0,3.283967,0.901481,0.257566,0
2024-11-15 21:17:36,0,0,0,0.3227889,0,1.0974822,0.7746934,0.1291156,0
2024-11-15 21:17:35,0,0,0,0.1290323,0,0.9677419,0.8387097,0.1290323,0
2024-11-15 21:17:34,0,0,0,0.1944264,0,1.1665587,0.9073234,0.1944264,0
2024-11-15 21:17:33,0,0,0,0.4504505,0,1.029601,0.9009009,0.1930502,0
2024-11-15 21:17:32,0,0,0,0.3219575,0,1.0946555,0.8370895,0.128783,0.0643915
2024-11-15 21:17:31,0,0,0,0.3851091,0,1.4120668,1.1553273,0.1925546,0
2024-11-15 21:17:30,0,0,0,0.3217503,0,1.2870013,0.7722008,0.1287001,0
2024-11-15 21:17:29,0,0,0,0.2583979,0,0.9689922,0.9043928,0.1937984,0
2024-11-15 21:17:28,0,0,0,0.3856041,0,1.092545,1.1568123,0.2570694,0
2024-11-15 21:17:27,0,0,0,0.2587322,0,5.109961,0.7115136,0.0646831,0
2024-11-15 21:17:26,0,0,0,0.3217503,0,1.0939511,0.9009009,0.1287001,0
2024-11-15 21:17:25,0,0,0,0.4507405,0,1.28783,0.772698,0.128783,0
2024-11-15 21:17:24,0,0,0,0.3229974,0,1.3565891,0.7751938,0.1937984,0
2024-11-15 21:17:23,0,0,0,0.1944264,0,2.009073,1.1017498,1.685029,0.0648088
2024-11-15 21:17:22,0,0,0,0.3246753,0,2.727273,1.1038961,3.766234,0
2024-11-15 21:17:21,0,0,0,0.3198976,0,6.461932,1.215611,3.262956,0.0639795
2024-11-15 21:17:20,0,0,0.0643501,0.3861004,0,1.0939511,0.7722008,0.1287001,0
2024-11-15 21:17:19,0,0,0,0.2565747,0,0.8338679,0.9621552,0.3207184,0
2024-11-15 21:17:18,0,0,0,0.3838772,0,6.014075,1.0236724,0.0639795,0
2024-11-15 21:17:17,0,0,0,0.3209243,0,1.1553273,0.7060334,0.1925546,0
2024-11-15 21:17:16,0,0,0,0.3858521,0,1.4790997,0.7717042,0.1286174,0
2024-11-15 21:17:15,0,0,0,0.2554278,0,1.4048531,0.8939974,0.1915709,0
2024-11-15 21:17:14,0,0,0,0.1928021,0,1.1568123,0.8997429,0.1285347,0
2024-11-15 21:17:13,0,0,0,0.3201024,0,1.1523688,0.8962868,0.1920615,0
2024-11-15 21:17:12,0,0,0,0.2582311,0,0.58102,0.6455778,0.1291156,0
2024-11-15 21:17:11,0,0,0,0.192431,0,2.694035,0.9621552,0.192431,0
2024-11-15 21:17:10,0,0,0,0.128783,0,0.8370895,0.772698,0.128783,0
2024-11-15 21:17:09,0,0,0,0.128783,0,0.8370895,0.643915,0.1931745,0
2024-11-15 21:17:08,0,0,0,0.2565747,0,0.9621552,0.7055805,0.2565747,0
2024-11-15 21:17:07,0,0,0,0.2574003,0,0.965251,0.6435006,0.1930502,0
2024-11-15 21:17:06,0,0,0,0.1921845,0,1.2171685,0.640615,0.1921845,0
2024-11-15 21:17:05,0,0,0,0.3213368,0,1.2210797,0.5141388,0.1928021,0
2024-11-15 21:17:04,0,0,0,0.3828973,0,1.4677728,0.9572431,0.1276324,0
2024-11-15 21:17:03,0,0,0,0.1283697,0,1.1553273,0.8344031,0.1925546,0
2024-11-15 21:17:02,0,0,0,0.1282874,0,1.0262989,0.7697242,0.192431,0
2024-11-15 21:17:01,0,0,0,0.3201024,0,1.2804097,0.7042254,0.128041,0
2024-11-15 21:17:00,0,0,0,0.3213368,0,2.313625,0.8997429,0.1928021,0
2024-11-15 21:16:59,0,0,0,0.2572347,0,1.0289389,0.6430868,0.1286174,0
2024-11-15 21:16:58,0,0,0,0.1930502,0,1.0939511,0.965251,0.1930502,0
2024-11-15 21:16:57,0,0,0,0.2564103,0,1.025641,0.8974359,0.1282051,0
2024-11-15 21:16:56,0,0,0,0.386349,0,1.030264,0.4507405,0.1931745,0
2024-11-15 21:16:55,0,0,0,0.1282051,0,1.025641,0.9615385,0.0641026,0
2024-11-15 21:16:54,0,0,0,0.0641437,0,1.0904426,0.9621552,0.192431,0
2024-11-15 21:16:53,0,0,0,0.3821656,0,1.2738854,0.955414,0.1273885,0
2024-11-15 21:16:52,0,0,0,0.2554278,0,1.0855683,1.0217114,0.1277139,0
2024-11-15 21:16:51,0,0,0,0.255102,0,1.1479592,0.9566327,0.255102,0
2024-11-15 21:16:50,0,0,0,0.2565747,0,0.8980115,0.9621552,0.1282874,0
2024-11-15 21:16:49,0,0,0,0.3816794,0,2.989822,1.0178117,0.1272265,0
2024-11-15 21:16:48,0,0,0,0.2560819,0,1.0883483,0.8962868,0.128041,0
2024-11-15 21:16:47,0,0,0,0.3831418,0,1.0217114,1.0217114,0.2554278,0
2024-11-15 21:16:46,0,0,0,0.2569043,0,0.7064868,0.8991651,0.0642261,0
2024-11-15 21:16:45,0,0,0.0636943,0.2547771,0,1.0191083,1.1464968,0.1910828,0
2024-11-15 21:16:44,0,0,0,0.1926782,0,0.834939,0.9633911,0,0
2024-11-15 21:16:43,0,0,0,0.192431,0,0.8338679,1.1545863,0.1282874,0
2024-11-15 21:16:42,0,0,0,0.1923077,0,1.2820513,1.025641,0.0641026,0.0641026
2024-11-15 21:16:41,0,0,0,0.3833866,0,1.086262,0.7028754,0.1916933,0
2024-11-15 21:16:40,0,0,0,0.193299,0,0.8376289,0.7731959,0.128866,0
2024-11-15 21:16:39,0,0,0,0.1930502,0,0.7722008,0.5791506,0.2574003,0
2024-11-15 21:16:38,0,0,0,0.3192848,0,1.3409962,0.8301405,0.1277139,0
2024-11-15 21:16:37,0,0,0,0.3831418,0,1.0217114,1.0217114,0.1277139,0
2024-11-15 21:16:36,0,0,0,0.2569043,0,2.119461,0.8991651,0.1926782,0
2024-11-15 21:16:35,0,0,0,0.1918159,0,0.9590793,0.831202,0.1278772,0
2024-11-15 21:16:34,0,0,0,0.3201024,0,1.2163892,0.8322663,0.1920615,0
2024-11-15 21:16:33,0,0,0,0.3848621,0,0.8980115,0.7697242,0.1282874,0
2024-11-15 21:16:32,0,0,0,0.1282051,0,0.8333333,0.9615385,0.1282051,0
2024-11-15 21:16:31,0,0,0,0.2560819,0,0.8322663,0.8962868,0.1920615,0
2024-11-15 21:16:30,0,0,0,0.2554278,0,0.7662835,0.8301405,0.1915709,0
2024-11-15 21:16:29,0,0,0,0.1909612,0,1.0184596,1.5276894,0.0636537,0
2024-11-15 21:16:28,0,0,0,0.3192848,0,1.0217114,0.7662835,0.3192848,0
2024-11-15 21:16:27,0,0,0,0.319081,0,1.0210593,0.9572431,0.1276324,0
2024-11-15 21:16:26,0,0,0,0.1282051,0,0.8333333,0.9615385,0.1923077,0
2024-11-15 21:16:25,0,0,0,0.2560819,0,1.0243278,0.8322663,0.128041,0
2024-11-15 21:16:24,0,0,0,0.1921845,0,1.153107,1.0890455,0.1921845,0
2024-11-15 21:16:23,0,0,0,0.1278772,0,0.8951407,1.0230179,0.1918159,0
2024-11-15 21:16:22,0,0,0,0.319081,0,1.0848756,0.8296107,0.1914486,0
2024-11-15 21:16:21,0,0,0,0.1918159,0,0.7672634,1.0230179,0.1278772,1.0230179
2024-11-15 21:16:20,0,0,0,0.3186743,0,1.2109624,0.9560229,0.1274697,0
2024-11-15 21:16:19,0,0,0,0.128123,0,2.754644,0.5765535,0.1921845,0
2024-11-15 21:16:18,0,0,0,0.3203075,0,2.818706,0.8327995,0.4484305,0
2024-11-15 21:16:17,0,0,0,0.3831418,0,0.7662835,0.9578544,0.1277139,0
2024-11-15 21:16:16,0,0,0,0.1920615,0,1.0883483,0.7042254,0.128041,0
2024-11-15 21:16:15,0,0,0,0.1914486,0,1.1486918,1.0848756,0.0638162,0
2024-11-15 21:16:14,0,0,0,0.1921845,0,1.0890455,0.768738,0.128123,0
2024-11-15 21:16:13,0,0,0.0639386,0.511509,0,0.8951407,0.7033248,0.1918159,0
2024-11-15 21:16:12,0,0,0,0.3215434,0,0.9003215,0.7073955,0.192926,0
2024-11-15 21:16:11,0,0,0,0.4478567,0,0.9596929,0.7677543,0.1279591,0
2024-11-15 21:16:10,0,0,0,0.2555911,0,0.8945687,1.2140575,0.1916933,0
2024-11-15 21:16:09,0,0,0,0.1925546,0,1.0269576,0.7702182,0.1283697,0
2024-11-15 21:16:08,0,0,0,0.1921845,0,0.7046765,0.8327995,0.1921845,0
2024-11-15 21:16:07,0,0,0.0639386,0.3196931,0,0.831202,0.7033248,0.1918159,0
2024-11-15 21:16:06,0,0,0,0.2547771,0,0.8917197,1.0828025,0.1273885,0
2024-11-15 21:16:05,0,0,0,0.1918159,0,4.283887,0.8951407,0.1278772,0
2024-11-15 21:16:04,0,0,0,0.2555911,0,0.8306709,1.1501597,0.1277955,0
2024-11-15 21:16:03,0,0,0,0.1277955,0,1.2140575,0.8306709,0.1277955,0
2024-11-15 21:16:02,0,0,0,0.2552648,0,1.1486918,0.7019783,0.1276324,0
2024-11-15 21:16:01,0,0,0,0.3201024,0,1.0243278,0.7682458,0.0640205,0
2024-11-15 21:16:00,0,0,0,0.2555911,0,1.2779553,0.7667732,0.1277955,0
2024-11-15 21:15:59,0,0,0,0.2560819,0,2.816901,0.7682458,0.1920615,0
2024-11-15 21:15:58,0,0,0,0.1921845,0,3.971813,0.896861,0.1921845,0
2024-11-15 21:15:57,0,0,0,0.3184713,0,1.2738854,0.8280255,0.0636943,0
2024-11-15 21:15:56,0,0,0,0.3826531,0,0.9566327,0.8290816,0.127551,0
2024-11-15 21:15:55,0,0,0,0.4478567,0,1.0236724,0.5118362,0.1279591,0
2024-11-15 21:15:54,0,0,0,0.2560819,0,2.176697,0.8962868,0.128041,0.0640205
2024-11-15 21:15:53,0,0,0,0.1920615,0,1.1523688,0.7682458,0.128041,0
