time,load1,load5,load15
2024-11-15 21:18:40,0.45,1.48,2.29
2024-11-15 21:18:35,0.49,1.5,2.3
2024-11-15 21:18:30,0.53,1.53,2.32
2024-11-15 21:18:25,0.58,1.55,2.33
2024-11-15 21:18:20,0.63,1.58,2.34
2024-11-15 21:18:15,0.68,1.61,2.35
2024-11-15 21:18:10,0.74,1.63,2.37
2024-11-15 21:18:05,0.81,1.66,2.38
2024-11-15 21:18:00,0.88,1.69,2.39
2024-11-15 21:17:55,1.018311,1.741867,2.415933
2024-11-15 21:17:50,1.04,1.75,2.42
2024-11-15 21:17:45,1.13,1.78,2.43
2024-11-15 21:17:40,1.14,1.79,2.44
2024-11-15 21:17:35,1.24,1.82,2.45
2024-11-15 21:17:30,1.35,1.85,2.47
2024-11-15 21:17:25,1.47,1.88,2.48
2024-11-15 21:17:20,1.42,1.88,2.48
2024-11-15 21:17:15,1.46,1.89,2.49
2024-11-15 21:17:10,1.036421,1.829489,2.481356
2024-11-15 21:17:05,0.97,1.82,2.48
2024-11-15 21:17:00,1.06,1.85,2.49
2024-11-15 21:16:55,1.07,1.87,2.5
2024-11-15 21:16:50,1.07,1.88,2.51
2024-11-15 21:16:45,1.16,1.92,2.52
2024-11-15 21:16:40,1.18,1.93,2.53
2024-11-15 21:16:35,1.19,1.95,2.54
2024-11-15 21:16:30,0.6,1.84,2.51
2024-11-15 21:16:25,0.57,1.86,2.52
2024-11-15 21:16:20,0.62,1.89,2.53
2024-11-15 21:16:15,0.7150894,1.950511,2.555933
2024-11-15 21:16:10,0.73,1.96,2.56
2024-11-15 21:16:05,0.79,1.99,2.57
2024-11-15 21:16:00,0.69,1.99,2.57
2024-11-15 21:15:55,0.66,2.009,2.58
2024-11-15 21:15:50,0.72,2.04,2.6
2024-11-15 21:15:45,0.69,2.06,2.61
2024-11-15 21:15:40,0.75,2.09,2.62
2024-11-15 21:15:35,0.82,2.13,2.63
2024-11-15 21:15:30,0.72,2.13,2.64
2024-11-15 21:15:25,0.78,2.17,2.65
2024-11-15 21:15:20,0.67,2.17,2.66
2024-11-15 21:15:15,0.73,2.21,2.67
2024-11-15 21:15:10,0.6781327,2.244578,2.687289
2024-11-15 21:15:05,0.67,2.25,2.69
2024-11-15 21:15:00,0.73,2.29,2.7
2024-11-15 21:14:55,0.8,2.33,2.72
2024-11-15 21:14:50,0.87,2.37,2.73
2024-11-15 21:14:45,0.85,2.39,2.74
2024-11-15 21:14:40,0.93,2.43,2.76
2024-11-15 21:14:35,1.01,2.47,2.77
2024-11-15 21:14:30,1.1,2.51,2.79
2024-11-15 21:14:25,1.2728922,2.587801,2.815934
2024-11-15 21:14:20,1.3,2.6,2.82
2024-11-15 21:14:15,1.41,2.64,2.84
2024-11-15 21:14:10,1.54,2.69,2.85
2024-11-15 21:14:05,1.58,2.72,2.86
2024-11-15 21:14:00,1.63,2.75,2.87
2024-11-15 21:13:55,1.78,2.79,2.89
2024-11-15 21:13:50,1.85,2.82,2.9
2024-11-15 21:13:45,2.009,2.87,2.91
2024-11-15 21:13:40,2.243267,2.939156,2.935934
2024-11-15 21:13:35,2.28,2.95,2.94
2024-11-15 21:13:30,2.47,3,2.96
2024-11-15 21:13:25,2.69,3.05,2.97
2024-11-15 21:13:20,2.84,3.09,2.98
2024-11-15 21:13:15,2.91,3.11,2.99
2024-11-15 21:13:10,3.08,3.14,3
2024-11-15 21:13:05,3,3.13,2.99
2024-11-15 21:13:00,3.26,3.18,3.01
2024-11-15 21:12:55,2.93,3.11,2.99
2024-11-15 21:12:50,3.1,3.15,3
2024-11-15 21:12:45,3.11,3.15,3
2024-11-15 21:12:40,3.447137,3.219156,3.017289
2024-11-15 21:12:35,3.5,3.23,3.02
2024-11-15 21:12:30,3.81,3.28,3.04
2024-11-15 21:12:25,4.14,3.34,3.05
2024-11-15 21:12:20,3.45,3.19,3.01
2024-11-15 21:12:15,3.49,3.2,3.01
2024-11-15 21:12:10,3.62,3.22,3.01
2024-11-15 21:12:05,3.77,3.24,3.02
2024-11-15 21:12:00,3.75,3.22,3.01
2024-11-15 21:11:55,3.46,3.16,2.99
2024-11-15 21:11:50,3.41,3.14,2.99
2024-11-15 21:11:45,3.71,3.2,3
