time,minor,major
2024-11-15 21:18:43,457.3758,0
2024-11-15 21:18:42,224.1416,0
2024-11-15 21:18:41,224.8041,0
2024-11-15 21:18:40,224.0069,0
2024-11-15 21:18:39,223.8151,0
2024-11-15 21:18:38,244.5035,0
2024-11-15 21:18:37,316.6898,0
2024-11-15 21:18:36,223.4386,0
2024-11-15 21:18:35,221.3762,0
2024-11-15 21:18:34,243.1941,0
2024-11-15 21:18:33,318.2944,0
2024-11-15 21:18:32,266.2637,0
2024-11-15 21:18:31,272.602,-0.1870377
2024-11-15 21:18:30,241.3766,-0.8129623
2024-11-15 21:18:29,244.3117,0
2024-11-15 21:18:28,283.1108,0
2024-11-15 21:18:27,392.6001,0
2024-11-15 21:18:26,242.0469,0
2024-11-15 21:18:25,239.1389,0
2024-11-15 21:18:24,243.0513,0
2024-11-15 21:18:23,262.3849,0
2024-11-15 21:18:22,341.9419,0
2024-11-15 21:18:21,244.6595,-0.1870243
2024-11-15 21:18:20,238.2638,-0.8129757
2024-11-15 21:18:19,235.5543,0
2024-11-15 21:18:18,237.8196,0
2024-11-15 21:18:17,238.6969,0
2024-11-15 21:18:16,244.2937,0
2024-11-15 21:18:15,236.8074,0
2024-11-15 21:18:14,266.6956,0
2024-11-15 21:18:13,389.5228,0
2024-11-15 21:18:12,323.8019,0
2024-11-15 21:18:11,236.3555,-0.1870181
2024-11-15 21:18:10,239.3042,-0.8129819
2024-11-15 21:18:09,244.6403,0
2024-11-15 21:18:08,273.6786,0
2024-11-15 21:18:07,376.3358,0
2024-11-15 21:18:06,273.4747,0
2024-11-15 21:18:05,376.6348,0
2024-11-15 21:18:04,247.8953,0
2024-11-15 21:18:03,271.0388,0
2024-11-15 21:18:02,372.8141,0
2024-11-15 21:18:01,314.9828,-0.187213
2024-11-15 21:18:00,435.7688,-0.812787
2024-11-15 21:17:59,367.1946,0
2024-11-15 21:17:58,244.7911,0
2024-11-15 21:17:57,253.643,0
2024-11-15 21:17:56,242.5678,0
2024-11-15 21:17:55,256.1024,0
2024-11-15 21:17:54,267.2695,0
2024-11-15 21:17:53,1219.5698,0
2024-11-15 21:17:52,4462.158,0
2024-11-15 21:17:51,2265.769,-0.1870974
2024-11-15 21:17:50,2533.751,-0.8129026
2024-11-15 21:17:49,3935.106,0
2024-11-15 21:17:48,12903.018,-0.1871213
2024-11-15 21:17:47,6902.62,-0.8128787
2024-11-15 21:17:46,2546.617,0
2024-11-15 21:17:45,2116.162,0
2024-11-15 21:17:44,4433.312,0
2024-11-15 21:17:43,9846.534,0
2024-11-15 21:17:42,5346.029,0
2024-11-15 21:17:41,3801.036,0
2024-11-15 21:17:40,4533.737,0
2024-11-15 21:17:39,3582.291,0
2024-11-15 21:17:38,5409.725,-0.187129
2024-11-15 21:17:37,3061.356,-0.812871
2024-11-15 21:17:36,1895.894,0
2024-11-15 21:17:35,1688.35,0
2024-11-15 21:17:34,1652.4423,0
2024-11-15 21:17:33,1675.161,0
2024-11-15 21:17:32,1781.354,0
2024-11-15 21:17:31,1594.7653,0
2024-11-15 21:17:30,1594.593,0
2024-11-15 21:17:29,1624.8006,0
2024-11-15 21:17:28,1741.581,-0.1870925
2024-11-15 21:17:27,2039.047,-0.8129075
2024-11-15 21:17:26,1639.8381,0
2024-11-15 21:17:25,1797.76,0
2024-11-15 21:17:24,1876.396,0
2024-11-15 21:17:23,2611.722,0
2024-11-15 21:17:22,2941.569,0
2024-11-15 21:17:21,3920.804,0
2024-11-15 21:17:20,10746.339,0
2024-11-15 21:17:19,10039.231,0
2024-11-15 21:17:18,22778.04,-0.1871222
2024-11-15 21:17:17,144266.95,-0.8128778
2024-11-15 21:17:16,237112.2,0
