time,load1,load5,load15
2024-11-15 21:18:40,0.2468957,0.5,0.69
2024-11-15 21:18:35,0.25,0.5,0.69
2024-11-15 21:18:30,0.27,0.51,0.7
2024-11-15 21:18:25,0.29,0.52,0.7
2024-11-15 21:18:20,0.32,0.53,0.7
2024-11-15 21:18:15,0.34,0.54,0.71
2024-11-15 21:18:10,0.37,0.55,0.71
2024-11-15 21:18:05,0.23,0.52,0.7
2024-11-15 21:18:00,0.25,0.53,0.71
2024-11-15 21:17:55,0.27,0.54,0.71
2024-11-15 21:17:50,0.3,0.55,0.72
2024-11-15 21:17:45,0.24,0.54,0.71
2024-11-15 21:17:40,0.19,0.55,0.72
2024-11-15 21:17:35,0.21,0.56,0.72
2024-11-15 21:17:30,0.23,0.56,0.72
2024-11-15 21:17:25,0.2479302,0.5689651,0.7289651
2024-11-15 21:17:20,0.25,0.57,0.73
2024-11-15 21:17:15,0.18,0.57,0.72
2024-11-15 21:17:10,0.2,0.58,0.73
2024-11-15 21:17:05,0.13,0.57,0.73
2024-11-15 21:17:00,0.14,0.58,0.73
2024-11-15 21:16:55,0.17,0.6,0.74
2024-11-15 21:16:50,0.1789652,0.6089652,0.7489652
2024-11-15 21:16:45,0.18,0.61,0.75
2024-11-15 21:16:40,0.2,0.62,0.75
2024-11-15 21:16:35,0.22,0.63,0.75
2024-11-15 21:16:30,0.23,0.64,0.76
2024-11-15 21:16:25,0.25,0.65,0.76
2024-11-15 21:16:20,0.28,0.66,0.77
2024-11-15 21:16:15,0.3,0.68,0.77
2024-11-15 21:16:10,0.33,0.69,0.78
2024-11-15 21:16:05,0.27,0.68,0.77
2024-11-15 21:16:00,0.32,0.71,0.78
2024-11-15 21:15:55,0.3468955,0.7189652,0.7889652
2024-11-15 21:15:50,0.35,0.72,0.79
2024-11-15 21:15:45,0.38,0.73,0.79
2024-11-15 21:15:40,0.41,0.74,0.8
2024-11-15 21:15:35,0.45,0.76,0.8
2024-11-15 21:15:30,0.49,0.77,0.81
2024-11-15 21:15:25,0.53,0.78,0.81
2024-11-15 21:15:20,0.58,0.8,0.81
2024-11-15 21:15:15,0.54,0.79,0.81
2024-11-15 21:15:10,0.55,0.8,0.82
2024-11-15 21:15:05,0.6,0.82,0.82
2024-11-15 21:15:00,0.5641393,0.8110348,0.82
2024-11-15 21:14:55,0.56,0.81,0.82
2024-11-15 21:14:50,0.61,0.83,0.82
2024-11-15 21:14:45,0.66,0.84,0.83
2024-11-15 21:14:40,0.63,0.84,0.83
2024-11-15 21:14:35,0.69,0.85,0.83
