time,Committed_AS
2024-11-15 21:18:43,6227.531
2024-11-15 21:18:42,6235.969
2024-11-15 21:18:41,6235.969
2024-11-15 21:18:40,6235.969
2024-11-15 21:18:39,6235.969
2024-11-15 21:18:38,6235.969
2024-11-15 21:18:37,6235.969
2024-11-15 21:18:36,6235.969
2024-11-15 21:18:35,6235.969
2024-11-15 21:18:34,6235.969
2024-11-15 21:18:33,6235.969
2024-11-15 21:18:32,6235.969
2024-11-15 21:18:31,6235.969
2024-11-15 21:18:30,6235.969
2024-11-15 21:18:29,6236.574
2024-11-15 21:18:28,6236.574
2024-11-15 21:18:27,6236.574
2024-11-15 21:18:26,6236.574
2024-11-15 21:18:25,6236.574
2024-11-15 21:18:24,6236.574
2024-11-15 21:18:23,6236.574
2024-11-15 21:18:22,6236.574
2024-11-15 21:18:21,6236.574
2024-11-15 21:18:20,6236.574
2024-11-15 21:18:19,6236.574
2024-11-15 21:18:18,6228.363
2024-11-15 21:18:17,6228.363
2024-11-15 21:18:16,6228.363
2024-11-15 21:18:15,6228.363
2024-11-15 21:18:14,6236.621
2024-11-15 21:18:13,6236.621
2024-11-15 21:18:12,6236.621
2024-11-15 21:18:11,6236.621
2024-11-15 21:18:10,6236.621
2024-11-15 21:18:09,6236.621
2024-11-15 21:18:08,6236.621
2024-11-15 21:18:07,6236.621
2024-11-15 21:18:06,6228.758
2024-11-15 21:18:05,6237.195
2024-11-15 21:18:04,6237.195
2024-11-15 21:18:03,6237.195
2024-11-15 21:18:02,6237.195
2024-11-15 21:18:01,6237.195
2024-11-15 21:18:00,6237.195
2024-11-15 21:17:59,6237.195
2024-11-15 21:17:58,6237.195
2024-11-15 21:17:57,6237.195
2024-11-15 21:17:56,6237.195
2024-11-15 21:17:55,6229.363
2024-11-15 21:17:54,6229.363
2024-11-15 21:17:53,6229.363
2024-11-15 21:17:52,6237.801
2024-11-15 21:17:51,6237.801
2024-11-15 21:17:50,6237.801
2024-11-15 21:17:49,6237.801
2024-11-15 21:17:48,6237.801
2024-11-15 21:17:47,6237.801
2024-11-15 21:17:46,6237.801
2024-11-15 21:17:45,6237.801
2024-11-15 21:17:44,6229.59
2024-11-15 21:17:43,6229.59
2024-11-15 21:17:42,6229.59
2024-11-15 21:17:41,6229.59
2024-11-15 21:17:40,6229.59
2024-11-15 21:17:39,6229.59
2024-11-15 21:17:38,6229.59
2024-11-15 21:17:37,6229.59
2024-11-15 21:17:36,6229.59
2024-11-15 21:17:35,6229.59
2024-11-15 21:17:34,6229.59
2024-11-15 21:17:33,6238.027
2024-11-15 21:17:32,6230.164
2024-11-15 21:17:31,6230.164
2024-11-15 21:17:30,6230.164
2024-11-15 21:17:29,6230.164
2024-11-15 21:17:28,6230.164
2024-11-15 21:17:27,6230.164
2024-11-15 21:17:26,6230.164
2024-11-15 21:17:25,6230.48
2024-11-15 21:17:24,6230.48
2024-11-15 21:17:23,6230.48
2024-11-15 21:17:22,6230.48
2024-11-15 21:17:21,6230.48
2024-11-15 21:17:20,6230.48
2024-11-15 21:17:19,6222.352
2024-11-15 21:17:18,6222.352
2024-11-15 21:17:17,6230.352
2024-11-15 21:17:16,6230.352
2024-11-15 21:17:15,6230.352
2024-11-15 21:17:14,6230.352
2024-11-15 21:17:13,6230.352
2024-11-15 21:17:12,6230.352
2024-11-15 21:17:11,6230.352
2024-11-15 21:17:10,6230.352
