time,free,used,cached,buffers
2024-11-15 21:18:43,23280.19,1830.082,6877.715,110.50781
2024-11-15 21:18:42,23280.46,1829.805,6877.715,110.50781
2024-11-15 21:18:41,23280.2,1830.066,6877.715,110.50781
2024-11-15 21:18:40,23279.97,1830.297,6877.715,110.50781
2024-11-15 21:18:39,23279.97,1830.297,6877.715,110.50781
2024-11-15 21:18:38,23280.18,1830.09,6877.715,110.50781
2024-11-15 21:18:37,23280.18,1830.09,6877.715,110.50781
2024-11-15 21:18:36,23280,1830.266,6877.715,110.50781
2024-11-15 21:18:35,23279.92,1830.352,6877.715,110.50781
2024-11-15 21:18:34,23280.19,1830.082,6877.715,110.50781
2024-11-15 21:18:33,23279.93,1830.336,6877.715,110.50781
2024-11-15 21:18:32,23279.94,1830.16,6877.883,110.50781
2024-11-15 21:18:31,23279.67,1830.43,6877.883,110.50781
2024-11-15 21:18:30,23280.2,1829.898,6877.883,110.50781
2024-11-15 21:18:29,23280.45,1829.652,6877.883,110.50781
2024-11-15 21:18:28,23280.18,1829.922,6877.883,110.50781
2024-11-15 21:18:27,23279.89,1830.34,6877.758,110.50781
2024-11-15 21:18:26,23280.38,1829.848,6877.758,110.50781
2024-11-15 21:18:25,23280.36,1829.863,6877.758,110.50781
2024-11-15 21:18:24,23280.36,1829.871,6877.758,110.50781
2024-11-15 21:18:23,23280.13,1830.219,6877.633,110.50781
2024-11-15 21:18:22,23281.35,1829.133,6877.504,110.50781
2024-11-15 21:18:21,23281.11,1829.371,6877.504,110.50781
2024-11-15 21:18:20,23281.12,1829.262,6877.598,110.50781
2024-11-15 21:18:19,23281.1,1829.285,6877.598,110.50781
2024-11-15 21:18:18,23280.17,1830.223,6877.594,110.50781
2024-11-15 21:18:17,23281.61,1828.906,6877.469,110.50781
2024-11-15 21:18:16,23281.6,1828.914,6877.469,110.50781
2024-11-15 21:18:15,23281.86,1828.66,6877.469,110.50781
2024-11-15 21:18:14,23281.86,1828.66,6877.469,110.50781
2024-11-15 21:18:13,23281.84,1828.676,6877.469,110.50781
2024-11-15 21:18:12,23281.86,1828.746,6877.383,110.50781
2024-11-15 21:18:11,23281.86,1828.746,6877.383,110.50781
2024-11-15 21:18:10,23282.34,1828.324,6877.32,110.50781
2024-11-15 21:18:09,23281.86,1828.805,6877.316,110.50781
2024-11-15 21:18:08,23281.82,1828.973,6877.188,110.50781
2024-11-15 21:18:07,23282.1,1828.695,6877.188,110.50781
2024-11-15 21:18:06,23282.11,1828.688,6877.188,110.50781
2024-11-15 21:18:05,23282.09,1828.703,6877.188,110.50781
2024-11-15 21:18:04,23282.09,1828.707,6877.184,110.50781
2024-11-15 21:18:03,23282.6,1828.328,6877.055,110.50781
